"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"A2CZCFFY","journalArticle","2020","Punn, Narinder Singh; Agarwal, Sonali","Automated diagnosis of COVID-19 with limited posteroanterior chest X-ray images using fine-tuned deep neural networks","Applied Intelligence","","1573-7497","10.1007/s10489-020-01900-3","https://doi.org/10.1007/s10489-020-01900-3","The novel coronavirus 2019 (COVID-19) is a respiratory syndrome that resembles pneumonia. The current diagnostic procedure of COVID-19 follows reverse-transcriptase polymerase chain reaction (RT-PCR) based approach which however is less sensitive to identify the virus at the initial stage. Hence, a more robust and alternate diagnosis technique is desirable. Recently, with the release of publicly available datasets of corona positive patients comprising of computed tomography (CT) and chest X-ray (CXR) imaging; scientists, researchers and healthcare experts are contributing for faster and automated diagnosis of COVID-19 by identifying pulmonary infections using deep learning approaches to achieve better cure and treatment. These datasets have limited samples concerned with the positive COVID-19 cases, which raise the challenge for unbiased learning. Following from this context, this article presents the random oversampling and weighted class loss function approach for unbiased fine-tuned learning (transfer learning) in various state-of-the-art deep learning approaches such as baseline ResNet, Inception-v3, Inception ResNet-v2, DenseNet169, and NASNetLarge to perform binary classification (as normal and COVID-19 cases) and also multi-class classification (as COVID-19, pneumonia, and normal case) of posteroanterior CXR images. Accuracy, precision, recall, loss, and area under the curve (AUC) are utilized to evaluate the performance of the models. Considering the experimental results, the performance of each model is scenario dependent; however, NASNetLarge displayed better scores in contrast to other architectures, which is further compared with other recently proposed approaches. This article also added the visual explanation to illustrate the basis of model classification and perception of COVID-19 in CXR images.","2020-10-17","2021-06-07 21:19:44","2021-06-08 18:59:25","2021-06-07 21:19:41","2689-2702","","5","51","","Appl Intell","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\CYHNB9RY\Punn and Agarwal - 2021 - Automated diagnosis of COVID-19 with limited poste.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PN5UGPPD","journalArticle","2021","Steed, Ryan; Caliskan, Aylin","A set of distinct facial traits learned by machines is not predictive of appearance bias in the wild","AI and Ethics","","2730-5961","10.1007/s43681-020-00035-y","https://doi.org/10.1007/s43681-020-00035-y","Research in social psychology has shown that people’s biased, subjective judgments about another’s personality based solely on their appearance are not predictive of their actual personality traits. But researchers and companies often utilize computer vision models to predict similarly subjective personality attributes such as “employability”. We seek to determine whether state-of-the-art, black box face processing technology can learn human-like appearance biases. With features extracted with FaceNet, a widely used face recognition framework, we train a transfer learning model on human subjects’ first impressions of personality traits in other faces as measured by social psychologists. We find that features extracted with FaceNet can be used to predict human appearance bias scores for deliberately manipulated faces but not for randomly generated faces scored by humans. Additionally, in contrast to work with human biases in social psychology, the model does not find a significant signal correlating politicians’ vote shares with perceived competence bias. With Local Interpretable Model-Agnostic Explanations (LIME), we provide several explanations for this discrepancy. Our results suggest that some signals of appearance bias documented in social psychology are not embedded by the machine learning techniques we investigate. We shed light on the ways in which appearance bias could be embedded in face processing technology and cast further doubt on the practice of predicting subjective traits based on appearances.","2021-01-12","2021-06-07 21:19:44","2021-06-07 21:19:44","2021-06-07 21:19:42","","","","","","AI Ethics","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\5SGN6UQV\Steed and Caliskan - 2021 - A set of distinct facial traits learned by machine.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UPJM6ICQ","journalArticle","2021","Ruiz, Alejandro Pasos; Flynn, Michael; Large, James; Middlehurst, Matthew; Bagnall, Anthony","The great multivariate time series classification bake off: a review and experimental evaluation of recent algorithmic advances","Data Mining and Knowledge Discovery","","1573-756X","10.1007/s10618-020-00727-3","https://doi.org/10.1007/s10618-020-00727-3","Time Series Classification (TSC) involves building predictive models for a discrete target variable from ordered, real valued, attributes. Over recent years, a new set of TSC algorithms have been developed which have made significant improvement over the previous state of the art. The main focus has been on univariate TSC, i.e. the problem where each case has a single series and a class label. In reality, it is more common to encounter multivariate TSC (MTSC) problems where the time series for a single case has multiple dimensions. Despite this, much less consideration has been given to MTSC than the univariate case. The UCR archive has provided a valuable resource for univariate TSC, and the lack of a standard set of test problems may explain why there has been less focus on MTSC. The UEA archive of 30 MTSC problems released in 2018 has made comparison of algorithms easier. We review recently proposed bespoke MTSC algorithms based on deep learning, shapelets and bag of words approaches. If an algorithm cannot naturally handle multivariate data, the simplest approach to adapt a univariate classifier to MTSC is to ensemble it over the multivariate dimensions. We compare the bespoke algorithms to these dimension independent approaches on the 26 of the 30 MTSC archive problems where the data are all of equal length. We demonstrate that four classifiers are significantly more accurate than the benchmark dynamic time warping algorithm and that one of these recently proposed classifiers, ROCKET, achieves significant improvement on the archive datasets in at least an order of magnitude less time than the other three.","2021-03-01","2021-06-07 21:19:44","2021-06-07 21:19:44","2021-06-07 21:19:42","401-449","","2","35","","Data Min Knowl Disc","The great multivariate time series classification bake off","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\DRYZD6N2\Ruiz et al. - 2021 - The great multivariate time series classification .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDNBML7V","journalArticle","2020","Yuan, Jun; Chen, Changjian; Yang, Weikai; Liu, Mengchen; Xia, Jiazhi; Liu, Shixia","A survey of visual analytics techniques for machine learning","Computational Visual Media","","2096-0662","10.1007/s41095-020-0191-7","https://doi.org/10.1007/s41095-020-0191-7","Visual analytics for machine learning has recently evolved as one of the most exciting areas in the field of visualization. To better identify which research topics are promising and to learn how to apply relevant techniques in visual analytics, we systematically review 259 papers published in the last ten years together with representative works before 2010. We build a taxonomy, which includes three first-level categories: techniques before model building, techniques during modeling building, and techniques after model building. Each category is further characterized by representative analysis tasks, and each task is exemplified by a set of recent influential works. We also discuss and highlight research challenges and promising potential future research opportunities useful for visual analytics researchers.","2020-11-25","2021-06-07 21:19:44","2021-06-08 19:01:49","2021-06-07 21:19:42","3-36","","1","7","","Comp. Visual Media","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\7UBIM9AD\Yuan et al. - 2021 - A survey of visual analytics techniques for machin.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D4CLKBQN","journalArticle","2020","Vallez, Noelia; Velasco-Mata, Alberto; Deniz, Oscar","Deep autoencoder for false positive reduction in handgun detection","Neural Computing and Applications","","1433-3058","10.1007/s00521-020-05365-w","https://doi.org/10.1007/s00521-020-05365-w","In an object detection system, the main objective during training is to maintain the detection and false positive rates under acceptable levels when the model is run over the test set. However, this typically translates into an unacceptable rate of false alarms when the system is deployed in a real surveillance scenario. To deal with this situation, which often leads to system shutdown, we propose to add a filter step to discard part of the new false positive detections that are typical of the new scenario. This step consists of a deep autoencoder trained with the false alarm detections generated after running the detector over a period of time in the new scenario. Therefore, this step will be in charge of determining whether the detection is a typical false alarm of that scenario or whether it is something anomalous for the autoencoder and, therefore, a true detection. In order to decide whether a detection must be filtered, three different approaches have been tested. The first one uses the autoencoder reconstruction error measured with the mean squared error to make the decision. The other two use the k-NN (k-nearest neighbors) and one-class SVMs (support vector machines) classifiers trained with the autoencoder vector representation. In addition, a synthetic scenario has been generated with Unreal Engine 4 to test the proposed methods in addition to a dataset with real images. The results obtained show a reduction in the number of false positives between 22.5% and 87.2% and an increase in the system’s precision of 1.2%$$-47$$% when the autoencoder is applied.","2020-09-25","2021-06-07 21:19:44","2021-06-08 18:58:47","2021-06-07 21:19:43","5885-5895","","11","33","","Neural Comput & Applic","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\TZMF6FW4\Vallez et al. - 2021 - Deep autoencoder for false positive reduction in h.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UQIXB8VW","journalArticle","2021","Yuan, Haitao; Li, Guoliang","A Survey of Traffic Prediction: from Spatio-Temporal Data to Intelligent Transportation","Data Science and Engineering","","2364-1541","10.1007/s41019-020-00151-z","https://doi.org/10.1007/s41019-020-00151-z","Intelligent transportation (e.g., intelligent traffic light) makes our travel more convenient and efficient. With the development of mobile Internet and position technologies, it is reasonable to collect spatio-temporal data and then leverage these data to achieve the goal of intelligent transportation, and here, traffic prediction plays an important role. In this paper, we provide a comprehensive survey on traffic prediction, which is from the spatio-temporal data layer to the intelligent transportation application layer. At first, we split the whole research scope into four parts from bottom to up, where the four parts are, respectively, spatio-temporal data, preprocessing, traffic prediction and traffic application. Later, we review existing work on the four parts. First, we summarize traffic data into five types according to their difference on spatial and temporal dimensions. Second, we focus on four significant data preprocessing techniques: map-matching, data cleaning, data storage and data compression. Third, we focus on three kinds of traffic prediction problems (i.e., classification, generation and estimation/forecasting). In particular, we summarize the challenges and discuss how existing methods address these challenges. Fourth, we list five typical traffic applications. Lastly, we provide emerging research challenges and opportunities. We believe that the survey can help the partitioners to understand existing traffic prediction problems and methods, which can further encourage them to solve their intelligent transportation applications.","2021-03-01","2021-06-07 21:19:44","2021-06-07 21:19:44","2021-06-07 21:19:43","63-85","","1","6","","Data Sci. Eng.","A Survey of Traffic Prediction","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\5BCC74BR\Yuan and Li - 2021 - A Survey of Traffic Prediction from Spatio-Tempor.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHJAIH2W","journalArticle","2021","Sekiguchi, Kaira; Hori, Koichi","Designing ethical artifacts has resulted in creative design","AI & SOCIETY","","1435-5655","10.1007/s00146-020-01043-6","https://doi.org/10.1007/s00146-020-01043-6","Ethical aspects in engineering design have become increasingly important in recent years. A typical example is the recent rise of artificial intelligence (AI) ethics. This paper applies user studies of a design support tool to empirically verify that our ethical framework improves the creativity of an engineer’s design activity. The design support tool provides an environment for the promotion of ethical design perspectives and description. The experiments focus on two functionalities: semi-automatic generation and scenario path recommendation. These functions are designed around the application of ethical design theory, which extends the hierarchical representation of artifacts. Doing this enables users to reconsider their themes at the highest level of the hierarchy and to apply a wider conceptual space of design solutions. For example, by reconsidering the positions of their research themes in the space of the representation field, users can semi-automatically edit them and identify focal areas. Using the scenario path recommendation, designers can update their research themes after considering the ethical impacts of those themes on stakeholders. Both functions are realized by exploiting a knowledge base of ethical and technological discourses. Finally, the ethical design theory is updated based on some unexpected results of our user studies with regards to the cyclic relationship among theory, tools (i.e., experimental equipment), and observed data. For example, temporal dimensional aspects were confirmed as important.","2021-03-01","2021-06-07 21:19:44","2021-06-07 21:19:44","2021-06-07 21:19:43","101-148","","1","36","","AI & Soc","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\LGA595NZ\Sekiguchi and Hori - 2021 - Designing ethical artifacts has resulted in creati.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37YAA2V8","journalArticle","2019","Manogaran, Gunasekaran; Chilamkurti, Naveen; Hsu, Ching-Hsien","A A EDITORIAL Emerging intelligent algorithms: challenges and applications","Neural Computing and Applications","","1433-3058","10.1007/s00521-018-3930-2","https://doi.org/10.1007/s00521-018-3930-2","","2019-05-01","2021-06-07 21:20:08","2021-06-17 14:06:25","2021-06-07 21:20:04","1259-1262","","5","31","","Neural Comput & Applic","Emerging intelligent algorithms","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\JTIJXFJE\Manogaran et al. - 2019 - Emerging intelligent algorithms challenges and ap.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZZCETW6P","journalArticle","2019","Ismail, Ahmed; Truong, Hong-Linh; Kastner, Wolfgang","Manufacturing process data analysis pipelines: a requirements analysis and survey","Journal of Big Data","","2196-1115","10.1186/s40537-018-0162-3","https://doi.org/10.1186/s40537-018-0162-3","Smart manufacturing is strongly correlated with the digitization of all manufacturing activities. This increases the amount of data available to drive productivity and profit through data-driven decision making programs. The goal of this article is to assist data engineers in designing big data analysis pipelines for manufacturing process data. Thus, this paper characterizes the requirements for process data analysis pipelines and surveys existing platforms from academic literature. The results demonstrate a stronger focus on the storage and analysis phases of pipelines than on the ingestion, communication, and visualization stages. Results also show a tendency towards custom tools for ingestion and visualization, and relational data tools for storage and analysis. Tools for handling heterogeneous data are generally well-represented throughout the pipeline. Finally, batch processing tools are more widely adopted than real-time stream processing frameworks, and most pipelines opt for a common script-based data processing approach. Based on these results, recommendations are offered for each phase of the pipeline.","2019-01-07","2021-06-07 21:20:08","2021-06-07 21:20:08","2021-06-07 21:20:04","1","","1","6","","J Big Data","Manufacturing process data analysis pipelines","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\CYFIEG3C\Ismail et al. - 2019 - Manufacturing process data analysis pipelines a r.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKKVUQ2D","journalArticle","2020","Ma, Zhengjing; Mei, Gang; Piccialli, Francesco","Machine learning for landslides prevention: a survey","Neural Computing and Applications","","1433-3058","10.1007/s00521-020-05529-8","https://doi.org/10.1007/s00521-020-05529-8","Landslides are one of the most critical categories of natural disasters worldwide and induce severely destructive outcomes to human life and the overall economic system. To reduce its negative effects, landslides prevention has become an urgent task, which includes investigating landslide-related information and predicting potential landslides. Machine learning is a state-of-the-art analytics tool that has been widely used in landslides prevention. This paper presents a comprehensive survey of relevant research on machine learning applied in landslides prevention, mainly focusing on (1) landslides detection based on images, (2) landslides susceptibility assessment, and (3) the development of landslide warning systems. Moreover, this paper discusses the current challenges and potential opportunities in the application of machine learning algorithms for landslides prevention.","2020-11-22","2021-06-07 21:20:08","2021-06-07 21:20:08","2021-06-07 21:20:05","","","","","","Neural Comput & Applic","Machine learning for landslides prevention","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\R65RA4MB\Ma et al. - 2020 - Machine learning for landslides prevention a surv.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
