"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"U4DHGVPX","journalArticle","2020","Ji, Ze; Han, Quanquan","A novel image feature descriptor for SLM spattering pattern classification using a consumable camera","The International Journal of Advanced Manufacturing Technology","","1433-3015","10.1007/s00170-020-05995-3","https://doi.org/10.1007/s00170-020-05995-3","In selective laser melting (SLM), spattering is an important phenomenon that is highly related to the quality of the manufactured parts. Characterisation and monitoring of spattering behaviours are highly valuable in understanding the manufacturing process and improving the manufacturing quality of SLM. This paper introduces a method of automatic visual classification to distinguish spattering characteristics of SLM processes in different manufacturing conditions. A compact feature descriptor is proposed to represent spattering patterns and its effectiveness is evaluated using real images captured in different conditions. The feature descriptor of this work combines information of spatter trajectory morphology, spatial distributions, and temporal information. The classification is performed using support vector machine (SVM) and random forests for testing and shows highly promising classification accuracy of about 97%. The advantages of this work include compactness for representation and semantic interpretability with the feature description. In addition, the qualities of manufacturing parts are mapped with spattering characteristics under different laser energy densities. Such a map table can be then used to define the desired spatter features, providing a non-contact monitoring solution for online anomaly detection. This work will lead to a further integration of real-time vision monitoring system for an online closed-loop prognostic system for SLM systems, in order to improve the performance in terms of manufacturing quality, power consumption, and fault detection.","2020-10-01","2021-06-07 21:05:48","2021-06-07 21:05:48","2021-06-07 21:05:46","2955-2976","","11","110","","Int J Adv Manuf Technol","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\TJT94EH4\Ji and Han - 2020 - A novel image feature descriptor for SLM spatterin.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CN8D7CFA","journalArticle","2019","Dutta, Vibekananda; Zielinska, Teresa","Predicting Human Actions Taking into Account Object Affordances","Journal of Intelligent & Robotic Systems","","1573-0409","10.1007/s10846-018-0815-7","https://doi.org/10.1007/s10846-018-0815-7","Anticipating human intentional actions is essential for many applications involving service robots and social robots. Nowadays assisting robots must do reasoning beyond the present with predicting future actions. It is difficult due to its non-Markovian property and the rich contextual information. This task requires the subtle details inherent in human movements that may imply a future action. This paper presents a probabilistic method for action prediction in human-object interactions. The key idea of our approach is the description of the so-called object affordance, the concept which allows us to deliver a trajectory visualizing a possible future action. Extensive experiments were conducted to show the effectiveness of our method in action prediction. For evaluation we applied a new RGB-D activity video dataset recorded by the Sez3D depth sensors. The dataset contains several human activities composed out of different actions.","2019-03-01","2021-06-07 21:05:48","2021-06-07 21:05:48","2021-06-07 21:05:47","745-761","","3","93","","J Intell Robot Syst","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\7KDMPCRN\Dutta and Zielinska - 2019 - Predicting Human Actions Taking into Account Objec.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HQGAQZH","journalArticle","2020","Yu, Zekuan; Li, Xiaohu; Sun, Haitao; Wang, Jian; Zhao, Tongtong; Chen, Hongyi; Ma, Yichuan; Zhu, Shujin; Xie, Zongyu","Rapid identification of COVID-19 severity in CT scans through classification of deep features","BioMedical Engineering OnLine","","1475-925X","10.1186/s12938-020-00807-x","https://doi.org/10.1186/s12938-020-00807-x","Chest CT is used for the assessment of the severity of patients infected with novel coronavirus 2019 (COVID-19). We collected chest CT scans of 202 patients diagnosed with the COVID-19, and try to develop a rapid, accurate and automatic tool for severity screening follow-up therapeutic treatment.","2020-08-12","2021-06-07 21:05:48","2021-06-07 21:05:48","2021-06-07 21:05:47","63","","1","19","","BioMed Eng OnLine","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\DHDYKKJC\Yu et al. - 2020 - Rapid identification of COVID-19 severity in CT sc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ABD8BU5L","journalArticle","2018","Yao, Zhen-Jie; Bi, Jie; Chen, Yi-Xin","Applying Deep Learning to Individual and Community Health Monitoring Data: A Survey","International Journal of Automation and Computing","","1751-8520","10.1007/s11633-018-1136-9","https://doi.org/10.1007/s11633-018-1136-9","In the recent years, deep learning models have addressed many problems in various fields. Meanwhile, technology development has spawned the big data in healthcare rapidly. Nowadays, application of deep learning to solve the problems in healthcare is a hot research direction. This paper introduces the application of deep learning in healthcare extensively. We focus on 7 application areas of deep learning, which are electronic health records (EHR), electrocardiography (ECG), electroencephalogram (EEG), community healthcare, data from wearable devices, drug analysis and genomics analysis. The scope of this paper does not cover medical image processing since other researchers have already substantially reviewed it. In addition, we analyze the merits and drawbacks of the existing works, analyze the existing challenges, and discuss future trends.","2018-12-01","2021-06-07 21:05:48","2021-06-07 21:05:48","2021-06-07 21:05:47","643-655","","6","15","","Int. J. Autom. Comput.","Applying Deep Learning to Individual and Community Health Monitoring Data","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\YAFUXBKG\Yao et al. - 2018 - Applying Deep Learning to Individual and Community.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHF29W6P","journalArticle","2020","Srivatsan, R.; Indi, Prithviraj N.; Agrahari, Swapnil; Menon, Siddharth; Ashok, S. Denis","Machine learning based prognostic model and mobile application software platform for predicting infection susceptibility of COVID-19 using healthcare data","Research on Biomedical Engineering","","2446-4740","10.1007/s42600-020-00103-6","https://doi.org/10.1007/s42600-020-00103-6","From public health perspectives of COVID-19 pandemic, accurate estimates of infection severity of individuals are extremely valuable for the informed decision-making and targeted response to an emerging pandemic. This paper presents machine learning based prognostic model for providing early warning to the individuals for COVID-19 infection using the healthcare dataset. In the present work, a prognostic model using random forest classifier and support vector regression is developed for predicting the infection susceptibility probability (ISP) score of COVID-19, and it is applied on an open healthcare dataset containing 27 field values. The typical fields of the healthcare dataset include basic personal details such as age, gender, number of children in the household, and marital status along with medical data like coma score, pulmonary score, blood glucose level, HDL cholesterol, etc. An effective preprocessing method is carried out for handling the numerical and categorical values (non-numerical) and missing data in the healthcare dataset. The correlation between the variables in the healthcare data is analyzed using the correlation coefficient, and heat map with a color code is used to identify the influencing factors on the infection susceptibility probability (ISP) score of COVID-19. Based on the accuracy, precision, sensitivity, and F-scores, it is noted that the random forest classifier provides an improved classification performance as compared to support vector regression for the given healthcare dataset. Android-based mobile application software platform is developed using the proposed prognostic approach for enabling the healthy individuals to predict the susceptibility infection score of COVID-19 to take the precautionary measures. Based on the results of the proposed method, clinicians and government officials can focus on the highly susceptible people for limiting the pandemic spread.","2020-11-12","2021-06-07 21:05:48","2021-06-07 21:05:48","2021-06-07 21:05:47","","","","","","Res. Biomed. Eng.","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\FKJ9F4U9\Srivatsan et al. - 2020 - Machine learning based prognostic model and mobile.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DMGK5ZQI","journalArticle","2021","López-Cabrera, José Daniel; Orozco-Morales, Rubén; Portal-Diaz, Jorge Armando; Lovelle-Enríquez, Orlando; Pérez-Díaz, Marlén","Current limitations to identify COVID-19 using artificial intelligence with chest X-ray imaging","Health and Technology","","2190-7196","10.1007/s12553-021-00520-2","https://doi.org/10.1007/s12553-021-00520-2","The scientific community has joined forces to mitigate the scope of the current COVID-19 pandemic. The early identification of the disease, as well as the evaluation of its evolution is a primary task for the timely application of medical protocols. The use of medical images of the chest provides valuable information to specialists. Specifically, chest X-ray images have been the focus of many investigations that apply artificial intelligence techniques for the automatic classification of this disease. The results achieved to date on the subject are promising. However, some results of these investigations contain errors that must be corrected to obtain appropriate models for clinical use. This research discusses some of the problems found in the current scientific literature on the application of artificial intelligence techniques in the automatic classification of COVID-19. It is evident that in most of the reviewed works an incorrect evaluation protocol is applied, which leads to overestimating the results.","2021-02-05","2021-06-07 21:05:48","2021-06-08 04:44:45","2021-06-07 21:05:47","411-424","","2","11","","Health Technol.","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\LQSKI3P9\López-Cabrera et al. - 2021 - Current limitations to identify COVID-19 using art.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2SY7QP3","journalArticle","2019","Sysyn, Mykola; Gerber, Ulf; Nabochenko, Olga; Gruen, Dmitri; Kluge, Franziska","Prediction of Rail Contact Fatigue on Crossings Using Image Processing and Machine Learning Methods","Urban Rail Transit","","2199-6679","10.1007/s40864-019-0105-0","https://doi.org/10.1007/s40864-019-0105-0","In this paper, an application of computer vision and machine learning algorithms for common crossing frog diagnostics is presented. The rolling surface fatigue of frogs along the crossing lifecycle is analysed. The research is based on information from high-resolution optical images of the frog rolling surface and images from magnetic particle inspection. Image processing methods are used to pre-process the images and to detect the feature set that corresponds to objects similar to surface cracks. Machine learning methods are used for the analysis of crack images from the beginning to the end of the crossing lifecycle. Statistically significant crack features and their combinations that depict the surface fatigue state are found. The research result consists of the early prediction of rail contact fatigue.","2019-06-01","2021-06-07 21:05:48","2021-06-07 21:05:48","2021-06-07 21:05:47","123-132","","2","5","","Urban Rail Transit","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\C63NBH4N\Sysyn et al. - 2019 - Prediction of Rail Contact Fatigue on Crossings Us.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8SKTT8TA","journalArticle","2018","Vellido, Alfredo; Ribas, Vicent; Morales, Carles; Ruiz Sanmartín, Adolfo; Ruiz Rodríguez, Juan Carlos","Machine learning in critical care: state-of-the-art and a sepsis case study","BioMedical Engineering OnLine","","1475-925X","10.1186/s12938-018-0569-2","https://doi.org/10.1186/s12938-018-0569-2","Like other scientific fields, such as cosmology, high-energy physics, or even the life sciences, medicine and healthcare face the challenge of an extremely quick transformation into data-driven sciences. This challenge entails the daunting task of extracting usable knowledge from these data using algorithmic methods. In the medical context this may for instance realized through the design of medical decision support systems for diagnosis, prognosis and patient management. The intensive care unit (ICU), and by extension the whole area of critical care, is becoming one of the most data-driven clinical environments.","2018-11-20","2021-06-07 21:05:48","2021-06-07 21:05:48","2021-06-07 21:05:47","135","","1","17","","BioMed Eng OnLine","Machine learning in critical care","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\557WK9LV\Vellido et al. - 2018 - Machine learning in critical care state-of-the-ar.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U3PYA6SK","journalArticle","2019","Mahabub, Atik","A robust voting approach for diabetes prediction using traditional machine learning techniques","SN Applied Sciences","","2523-3971","10.1007/s42452-019-1759-7","https://doi.org/10.1007/s42452-019-1759-7","The noteworthy advances in biotechnology and biomedical sciences have prompted a huge creation of information, for example, high throughput genetic information and clinical data, produced from extensive Electronic Health Records. To this end, utilization of machine learning and data mining techniques in biosciences is by and by crucial and fundamental in endeavors to change cleverly all accessible data into profitable knowledge. Diabetes mellitus is characterized as a gathering of metabolic issue applying critical weight on human health around the world. Broad research in all parts of diabetes (determination, pathophysiology, treatment, and so forth.) has prompted the age of tremendous measures of information. The point of the present examination is to direct an orderly audit of the uses of machine-learning, data mining strategies and instruments in the field of diabetes. The main theme of this work is to provide a system which can prognosticate the diabetes in patients with better accuracy. Here, eleven well-known machine-learning algorithms like Naïve Bayes, K-NN, SVM, Random Forest, Artificial Neural Network, Logistic Regression, Gradient Boosting, Ada Boosting etc. are used for detection of diabetes at an early stage. The evaluations of all the eleven algorithms are examined on various parameters like accuracy, precision, F-measure and recall. After cross-validation and hyper-tuning, the best three machine-learning algorithms are determined and then used in Ensemble Voting Classifier. The experimental results affirm that the pointed framework can accomplish to outstanding outcome of almost 86% accuracy of the Pima Indians Diabetes Database.","2019-11-25","2021-06-07 21:05:48","2021-06-07 21:05:48","2021-06-07 21:05:47","1667","","12","1","","SN Appl. Sci.","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\HWUNRDFC\Mahabub - 2019 - A robust voting approach for diabetes prediction u.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QYPC979T","journalArticle","2017","Satpathy, Tathagata","The Aadhaar: “Evil” Embodied as Law","Health and Technology","","2190-7196","10.1007/s12553-017-0203-5","https://doi.org/10.1007/s12553-017-0203-5","India is known the world over for many wondrous details; history of human origins, languages, mathematics, medicine, music, foods, culture, scenic beauty, landmarks, diversity of peoples, climates, contrasts and above all, spirituality. More recently, however, India, and the distressing privacy annulling actions on the sub-continent have become the chief discussion point among those in the world who are alarmed over the ways in which personal privacy is being encroached upon by moneyed interests of all variety, and by those governments who are willing to collude with them, under false pretenses. In a nation with nearly 1.4 billion people, one readily identified as the world’s largest democracy, forces are now at work, arbitrarily, autocratically, undemocratically, and unconstitutionally deploying, what has come to be known as the world’s largest biometric national ID program (scans and captures iris, fingerprints and facial inputs into a government database), called The Aadhaar. The Aadhaar, initially sold to the tax-payer as a program only to exist per volunteer citizen participation, has speedily, and in the span of less than 2 years, gone from being that volunteer participation program, to a “you must enroll” program, intent on siphoning a citizen’s most personal information into government custody. More importantly, the government, against initial Supreme Court ruling, is now actively pushing for the widespread adoption of the Aadhaar into every segment of the Indian Society, without any constitutional reading, deliberation or ruling. As a member of the national parliament, and as the only opposing voice to the implementation of the Aadhaar, in a chamber of 545 members, the author aims to candidly introduce the reader to the leading issues that are enabling the Central government and moneyed interests to collude, and to suppress democratic processes to ramrod the Aadhaar legislation through the parliament as a ‘money bill,’ and what this Indian program and experience could herald.","2017-12-01","2021-06-07 21:05:48","2021-06-07 21:05:48","2021-06-07 21:05:47","469-487","","4","7","","Health Technol.","The Aadhaar","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\G3PG4IST\Satpathy - 2017 - The Aadhaar “Evil” Embodied as Law.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
