"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"J87Z8PWL","journalArticle","2020","Bikku, Thulasi","Multi-layered deep learning perceptron approach for health risk prediction","Journal of Big Data","","2196-1115","10.1186/s40537-020-00316-7","https://doi.org/10.1186/s40537-020-00316-7","In today's world, due to the increase of medical data there is an interest in data preprocessing, classification and prediction of disease risks. Machine learning and Artificial Intelligence indicates that the predictive analysis becomes part of the medical activities especially in the domain of medical death prevention. The proposed work is focused on supervised learning methods and their capability to find hidden patterns in the real historical medical data. The objective is to predict future risk with a certain probability using Multi-layer perceptron (MLP) method. In the proposed work, MLP based on data classification technique is used for accurate classification and risk analysis of medical data. The proposed method is compared with traditional classification methods and the results show that the proposed method is better than the traditional methods.","2020-07-23","2021-06-07 21:03:55","2021-06-07 21:03:55","2021-06-07 21:03:54","50","","1","7","","J Big Data","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\M6IENQNR\Bikku - 2020 - Multi-layered deep learning perceptron approach fo.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JSVN9862","journalArticle","2020","Rehs, Andreas","A structural topic model approach to scientific reorientation of economics and chemistry after German reunification","Scientometrics","","1588-2861","10.1007/s11192-020-03640-0","https://doi.org/10.1007/s11192-020-03640-0","The detection of differences or similarities in large numbers of scientific publications is an open problem in scientometric research. In this paper we therefore develop and apply a machine learning approach based on structural topic modelling in combination with cosine similarity and a linear regression framework in order to identify differences in dissertation titles written at East and West German universities before and after German reunification. German reunification and its surrounding time period is used because it provides a structure with both minor and major differences in research topics that could be detected by our approach. Our dataset is based on dissertation titles in economics and business administration and chemistry from 1980 to 2010. We use university affiliation and year of the dissertation to train a structural topic model and then test the model on a set of unseen dissertation titles. Subsequently, we compare the resulting topic distribution of each title to every other title with cosine similarity. The cosine similarities and the regional and temporal origin of the dissertation titles they come from are then used in a linear regression approach. Our results on research topics in economics and business administration suggest substantial differences between East and West Germany before the reunification and a rapid conformation thereafter. In chemistry we observe minor differences between East and West before the reunification and a slightly increased similarity thereafter.","2020-11-01","2021-06-07 21:03:55","2021-06-07 21:03:55","2021-06-07 21:03:54","1229-1251","","2","125","","Scientometrics","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\AGQDNWWU\Rehs - 2020 - A structural topic model approach to scientific re.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CY5WDQEH","journalArticle","2020","Bagheri, Ayoub; Sammani, Arjan; van der Heijden, Peter G. M.; Asselbergs, Folkert W.; Oberski, Daniel L.","ETM: Enrichment by topic modeling for automated clinical sentence classification to detect patients’ disease history","Journal of Intelligent Information Systems","","1573-7675","10.1007/s10844-020-00605-w","https://doi.org/10.1007/s10844-020-00605-w","Given the rapid rate at which text data are being digitally gathered in the medical domain, there is growing need for automated tools that can analyze clinical notes and classify their sentences in electronic health records (EHRs). This study uses EHR texts to detect patients’ disease history from clinical sentences. However, in EHRs, sentences are less topic-focused and shorter than that in general domain, which leads to the sparsity of co-occurrence patterns and the lack of semantic features. To tackle this challenge, current approaches for clinical sentence classification are dependent on external information to improve classification performance. However, this is implausible owing to a lack of universal medical dictionaries. This study proposes the ETM (enrichment by topic modeling) algorithm, based on latent Dirichlet allocation, to smoothen the semantic representations of short sentences. The ETM enriches text representation by incorporating probability distributions generated by an unsupervised algorithm into it. It considers the length of the original texts to enhance representation by using an internal knowledge acquisition procedure. When it comes to clinical predictive modeling, interpretability improves the acceptance of the model. Thus, for clinical sentence classification, the ETM approach employs an initial TFiDF (term frequency inverse document frequency) representation, where we use the support vector machine and neural network algorithms for the classification task. We conducted three sets of experiments on a data set consisting of clinical cardiovascular notes from the Netherlands to test the sentence classification performance of the proposed method in comparison with prevalent approaches. The results show that the proposed ETM approach outperformed state-of-the-art baselines.","2020-10-01","2021-06-07 21:03:55","2021-06-07 21:03:55","2021-06-07 21:03:54","329-349","","2","55","","J Intell Inf Syst","ETM","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\5MZ9BELZ\Bagheri et al. - 2020 - ETM Enrichment by topic modeling for automated cl.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V53R5GQA","journalArticle","2020","Govindarajan, Satyavratan; Swaminathan, Ramakrishnan","Differentiation of COVID-19 conditions in planar chest radiographs using optimized convolutional neural networks","Applied Intelligence","","1573-7497","10.1007/s10489-020-01941-8","https://doi.org/10.1007/s10489-020-01941-8","In this study, an attempt has been made to differentiate Novel Coronavirus-2019 (COVID-19) conditions from healthy subjects in Chest radiographs using a simplified end-to-end Convolutional Neural Network (CNN) model and occlusion sensitivity maps. Early detection and faster automated screening of the COVID-19 patients is essential. For this, the images are considered from publicly available datasets. Significant biomarkers representing critical image features are extracted from CNN by experimentally investigating on cross-validation methods and hyperparameter settings. The performance of the network is evaluated using standard metrics. Perturbation based occlusion sensitivity maps are employed on the features obtained from the classification model to visualise the localization of abnormal areas. Results demonstrate that the simplified CNN model with optimised parameters is able to extract significant features with a sensitivity of 97.35% and F-measure of 96.71% to detect COVID-19 images. The algorithm achieves an Area Under the Curve-Receiver Operating Characteristic score of 99.4% with Matthews correlation coefficient of 0.93. High value of Diagnostic odds ratio is also obtained. Occlusion sensitivity maps provide precise localization of abnormal regions by identifying COVID-19 conditions. As early detection through chest radiographic images are useful for automated screening of the disease, this method appears to be clinically relevant in providing a visual diagnostic solution using a simplified and efficient model.","2020-11-06","2021-06-07 21:03:55","2021-06-07 21:49:48","2021-06-07 21:03:54","2764-2775","","5","51","","Appl Intell","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\J56P7RVI\Govindarajan and Swaminathan - 2021 - Differentiation of COVID-19 conditions in planar c.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UAJGUQ3C","journalArticle","2020","Shafik, Wasswa; Matinkhah, S. Mojtaba; Ghasemzadeh, Mohammad","Theoretical Understanding of Deep Learning in UAV Biomedical Engineering Technologies Analysis","SN Computer Science","","2661-8907","10.1007/s42979-020-00323-8","https://doi.org/10.1007/s42979-020-00323-8","The unmanned aerial vehicles (UAVs) emerged into a promising research trend within the recurrent year where current and future networks are to use enhanced connectivity in these digital immigrations in different fields like medical, communication, search, and rescue operations among others. The current technologies are using fixed base stations to operate on-site and off-site in the fixed position with its associated problems like poor connectivity. This opens gates for the UAVs technology to be used as a mobile alternative to increase accessibility with a fifth-generation (5G) connectivity that focuses on increased availability and connectivity. There has been less usage of wireless technologies in the medical field. This paper first presents a study on deep learning to medical field application in general, and provides detailed steps that are involved in the multi-armed bandit approach in solving UAV biomedical engineering technologies devices and medical exploration to exploitation dilemma. The paper further presents a detailed description of the bandit network applicability to achieve close optimal medical engineered devices’ performance and efficiency. The simulated results depicted that a multi-armed bandit problem approach can be applied in optimizing the performance of any medical networked device issue compared to the Thompson sampling, Bayesian algorithm, and ε-greedy algorithm. The results obtained further illustrated the optimized utilization of biomedical engineering technologies systems achieving thus close optimal performance on the average period through deep learning of realistic medical situations.","2020-09-24","2021-06-07 21:03:55","2021-06-07 21:03:55","2021-06-07 21:03:54","307","","6","1","","SN COMPUT. SCI.","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\GGICHPYW\Shafik et al. - 2020 - Theoretical Understanding of Deep Learning in UAV .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HZS9NTCA","journalArticle","2021","van der Schaar, Mihaela; Alaa, Ahmed M.; Floto, Andres; Gimson, Alexander; Scholtes, Stefan; Wood, Angela; McKinney, Eoin; Jarrett, Daniel; Lio, Pietro; Ercole, Ari","How artificial intelligence and machine learning can help healthcare systems respond to COVID-19","Machine Learning","","1573-0565","10.1007/s10994-020-05928-x","https://doi.org/10.1007/s10994-020-05928-x","The COVID-19 global pandemic is a threat not only to the health of millions of individuals, but also to the stability of infrastructure and economies around the world.The disease will inevitably place an overwhelming burden on healthcare systems that cannot be effectively dealt with by existing facilities or responses based on conventional approaches. We believe that a rigorous clinical and societal response can only be mounted by using intelligence derived from a variety of data sources to better utilize scarce healthcare resources, provide personalized patient management plans, inform policy, and expedite clinical trials.In this paper, we introduce five of the most important challenges in responding to COVID-19 and show how each of them can be addressed by recent developments in machine learning (ML) and artificial intelligence (AI).We argue that the integration of these techniques into local, national, and international healthcare systems will save lives, and propose specific methods by which implementation can happen swiftly and efficiently. We offer to extend these resources and knowledge to assist policymakers seeking to implement these techniques.","2021-01-01","2021-06-07 21:03:55","2021-06-07 21:03:55","2021-06-07 21:03:54","1-14","","1","110","","Mach Learn","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\G8DCIR7D\van der Schaar et al. - 2021 - How artificial intelligence and machine learning c.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3YDGI3P9","journalArticle","2020","Karim, Md. Rezaul; Rahman, Ashiqur; Jares, João Bosco; Decker, Stefan; Beyan, Oya","A snapshot neural ensemble method for cancer-type prediction based on copy number variations","Neural Computing and Applications","","1433-3058","10.1007/s00521-019-04616-9","https://doi.org/10.1007/s00521-019-04616-9","An accurate diagnosis and prognosis for cancer are specific to patients with particular cancer types and molecular traits, which needs to address carefully. The discovery of important biomarkers is becoming an important step toward understanding the molecular mechanisms of carcinogenesis in which genomics data and clinical outcomes need to be analyzed before making any clinical decision. Copy number variations (CNVs) are found to be associated with the risk of individual cancers and hence can be used to reveal genetic predispositions before cancer develops. In this paper, we collect the CNVs data about 8000 cancer patients covering 14 different cancer types from The Cancer Genome Atlas. Then, two different sparse representations of CNVs based on 578 oncogenes and 20,308 protein-coding genes, including genomic deletions and duplication across the samples, are prepared. Then, we train Conv-LSTM and convolutional autoencoder (CAE) networks using both representations and create snapshot models. While the Conv-LSTM can capture locally and globally important features, CAE can utilize unsupervised pretraining to initialize the weights in the subsequent convolutional layers against the sparsity. Model averaging ensemble (MAE) is then applied to combine the snapshot models in order to make a single prediction. Finally, we identify most significant CNVs biomarkers using guided-gradient class activation map plus (GradCAM++) and rank top genes for different cancer types. Results covering several experiments show fairly high prediction accuracies for the majority of cancer types. In particular, using protein-coding genes, Conv-LSTM and CAE networks can predict cancer types correctly at least 72.96% and 76.77% of the cases, respectively. Contrarily, using oncogenes gives moderately higher accuracies of 74.25% and 78.32%, whereas the snapshot model based on MAE shows overall 2.5% of accuracy improvement.","2020-10-01","2021-06-07 21:03:55","2021-06-07 21:03:55","2021-06-07 21:03:54","15281-15299","","19","32","","Neural Comput & Applic","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\58RHFPH8\Karim et al. - 2020 - A snapshot neural ensemble method for cancer-type .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TSZ86PZW","journalArticle","2020","Illankoon, Prasanna; Tretten, Phillip","Collaborating AI and human experts in the maintenance domain","AI & SOCIETY","","1435-5655","10.1007/s00146-020-01076-x","https://doi.org/10.1007/s00146-020-01076-x","Maintenance decision errors can result in very costly problems. The 4th industrial revolution has given new opportunities for the development of and use of intelligent decision support systems. With these technological advancements, key concerns focus on gaining a better understanding of the linkage between the technicians’ knowledge and the intelligent decision support systems. The research reported in this study has two primary objectives. (1) To propose a theoretical model that links technicians’ knowledge and intelligent decision support systems, and (2) to present a use case how to apply the theoretical model. The foundation of the new model builds upon two main streams of study in the decision support literature: “distribution” of knowledge among different agents, and “collaboration” of knowledge for reaching a shared goal. This study resulted in the identification of two main gaps: firstly, there must be a greater focus upon the technicians’ knowledge; secondly, technicians need assistance to maintain their focus on the big picture. We used the cognitive fit theory, and the theory of distributed situation awareness to propose the new theoretical model called “distributed collaborative awareness model.” The model considers both explicit and implicit knowledge and accommodates the dynamic challenges involved in operational level maintenance. As an application of this model, we identify and recommend some technological developments required in augmented reality based maintenance decision support.","2020-10-01","2021-06-07 21:03:55","2021-06-07 21:03:55","2021-06-07 21:03:54","","","","","","AI & Soc","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\PPG2YFU7\Illankoon and Tretten - 2020 - Collaborating AI and human experts in the maintena.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RF2PNCZD","journalArticle","2021","Qian, Zhaozhi; Alaa, Ahmed M.; van der Schaar, Mihaela","CPAS: the UK’s national machine learning-based hospital capacity planning system for COVID-19","Machine Learning","","1573-0565","10.1007/s10994-020-05921-4","https://doi.org/10.1007/s10994-020-05921-4","The coronavirus disease 2019 (COVID-19) global pandemic poses the threat of overwhelming healthcare systems with unprecedented demands for intensive care resources. Managing these demands cannot be effectively conducted without a nationwide collective effort that relies on data to forecast hospital demands on the national, regional, hospital and individual levels. To this end, we developed the COVID-19 Capacity Planning and Analysis System (CPAS)—a machine learning-based system for hospital resource planning that we have successfully deployed at individual hospitals and across regions in the UK in coordination with NHS Digital. In this paper, we discuss the main challenges of deploying a machine learning-based decision support system at national scale, and explain how CPAS addresses these challenges by (1) defining the appropriate learning problem, (2) combining bottom-up and top-down analytical approaches, (3) using state-of-the-art machine learning algorithms, (4) integrating heterogeneous data sources, and (5) presenting the result with an interactive and transparent interface. CPAS is one of the first machine learning-based systems to be deployed in hospitals on a national scale to address the COVID-19 pandemic—we conclude the paper with a summary of the lessons learned from this experience.","2021-01-01","2021-06-07 21:03:55","2021-06-07 21:03:55","2021-06-07 21:03:54","15-35","","1","110","","Mach Learn","CPAS","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\AB5QV3E4\Qian et al. - 2021 - CPAS the UK’s national machine learning-based hos.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X44MBWHV","journalArticle","2020","Kraaij, Wessel; Verberne, Suzan; Koldijk, Saskia; de Korte, Elsbeth; van Dantzig, Saskia; Sappelli, Maya; Shoaib, Muhammad; Bosems, Steven; Achterkamp, Reinoud; Bonomi, Alberto; Schavemaker, John; Hulsebosch, Bob; Wabeke, Thymen; Vollenbroek-Hutten, Miriam; Neerincx, Mark; Sinderen, Marten van","Personalized support for well-being at work: an overview of the SWELL project","User Modeling and User-Adapted Interaction","","1573-1391","10.1007/s11257-019-09238-3","https://doi.org/10.1007/s11257-019-09238-3","Recent advances in wearable sensor technology and smartphones enable simple and affordable collection of personal analytics. This paper reflects on the lessons learned in the SWELL project that addressed the design of user-centered ICT applications for self-management of vitality in the domain of knowledge workers. These workers often have a sedentary lifestyle and are susceptible to mental health effects due to a high workload. We present the sense–reason–act framework that is the basis of the SWELL approach and we provide an overview of the individual studies carried out in SWELL. In this paper, we revisit our work on reasoning: interpreting raw heterogeneous sensor data, and acting: providing personalized feedback to support behavioural change. We conclude that simple affordable sensors can be used to classify user behaviour and heath status in a physically non-intrusive way. The interpreted data can be used to inform personalized feedback strategies. Further longitudinal studies can now be initiated to assess the effectiveness of m-Health interventions using the SWELL methods.","2020-07-01","2021-06-07 21:03:55","2021-06-07 21:03:55","2021-06-07 21:03:55","413-446","","3","30","","User Model User-Adap Inter","Personalized support for well-being at work","","","","","","","en","","","","","Springer Link","","","","C:\Users\Asus\Zotero\storage\RPYR45IR\Kraaij et al. - 2020 - Personalized support for well-being at work an ov.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
