"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8DAK5YUE","journalArticle","2021","Jiang, Shancheng; Li, Huichuan; Jin, Zhi","A Visually Interpretable Deep Learning Framework for Histopathological Image-Based Skin Cancer Diagnosis","IEEE Journal of Biomedical and Health Informatics","","2168-2208","10.1109/JBHI.2021.3052044","","Owing to the high incidence rate and the severe impact of skin cancer, the precise diagnosis of malignant skin tumors is a significant goal, especially considering treatment is normally effective if the tumor is detected early. Limited published histopathological image sets and the lack of an intuitive correspondence between the features of lesion areas and a certain type of skin cancer pose a challenge to the establishment of high-quality and interpretable computer-aided diagnostic (CAD) systems. To solve this problem, a light-weight attention mechanism-based deep learning framework, namely, DRANet, is proposed to differentiate 11 types of skin diseases based on a real histopathological image set collected by us during the last 10 years. The CAD system can output not only the name of a certain disease but also a visualized diagnostic report showing possible areas related to the disease. The experimental results demonstrate that the DRANet obtains significantly better performance than baseline models (i.e., InceptionV3, ResNet50, VGG16, and VGG19) with comparable parameter size and competitive accuracy with fewer model parameters. Visualized results produced by the hidden layers of the DRANet actually highlight part of the class-specific regions of diagnostic points and are valuable for decision making in the diagnosis of skin diseases.","2021-05","2021-06-04 18:15:39","2021-06-04 18:15:39","","1483-1494","","5","25","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Journal of Biomedical and Health Informatics","","C:\Users\Asus\Zotero\storage\B9EG8U7C\9325524.html","","","Solid modeling; Deep learning; Diseases; Attention mechanism; computer-aided diagnostic system; Lesions; model visualization; Skin; Skin cancer; skin histopathological image; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W84A9AHA","journalArticle","2021","Peñafiel, Sergio; Baloian, Nelson; Sanson, Horacio; Pino, José A.","Predicting Stroke Risk With an Interpretable Classifier","IEEE Access","","2169-3536","10.1109/ACCESS.2020.3047195","","Predicting an individual's risk of getting a stroke has been a research subject for many authors worldwide since it is a frequent illness and there is strong evidence that early awareness of having that risk can be beneficial for prevention and treatment. Many Governments have been collecting medical data about their own population with the purpose of using artificial intelligence methods for making those predictions. The most accurate ones are based on so called black-box methods which give little or no information about why they make a certain prediction. However, in the medical field the explanations are sometimes more important than the accuracy since they allow specialists to gain insight about the factors that influence the risk level. It is also frequent to find medical information records with some missing data. In this work, we present the development of a prediction method which not only outperforms some other existing ones but it also gives information about the most probable causes of a high stroke risk and can deal with incomplete data records. It is based on the Dempster-Shafer theory of plausibility. For the testing we used data provided by the regional hospital in Okayama, Japan, a country in which people are compelled to undergo annual health checkups by law. This article presents experiments comparing the results of the Dempster-Shafer method with the ones obtained using other well-known machine learning methods like Multilayer perceptron, Support Vector Machines and Naive Bayes. Our approach performed the best in these experiments with some missing data. It also presents an analysis of the interpretation of rules produced by the method for doing the classification. The rules were validated by both medical literature and human specialists.","2021","2021-06-04 18:15:39","2021-06-04 18:15:39","","1154-1166","","","9","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Access","","C:\Users\Asus\Zotero\storage\IADPXEME\Peñafiel et al. - 2021 - Predicting Stroke Risk With an Interpretable Class.pdf; C:\Users\Asus\Zotero\storage\94BJWLZ9\9306826.html","","","Computational modeling; Bayes methods; Data models; Medical diagnostic imaging; Dempster-Shafer theory; expert systems; interpretable classification; Machine learning; Predictive models; stroke; Stroke (medical condition)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85B5IPF4","journalArticle","2021","Gu, Ran; Wang, Guotai; Song, Tao; Huang, Rui; Aertsen, Michael; Deprest, Jan; Ourselin, Sébastien; Vercauteren, Tom; Zhang, Shaoting","CA-Net: Comprehensive Attention Convolutional Neural Networks for Explainable Medical Image Segmentation","IEEE Transactions on Medical Imaging","","1558-254X","10.1109/TMI.2020.3035253","","Accurate medical image segmentation is essential for diagnosis and treatment planning of diseases. Convolutional Neural Networks (CNNs) have achieved state-of-the-art performance for automatic medical image segmentation. However, they are still challenged by complicated conditions where the segmentation target has large variations of position, shape and scale, and existing CNNs have a poor explainability that limits their application to clinical decisions. In this work, we make extensive use of multiple attentions in a CNN architecture and propose a comprehensive attention-based CNN (CA-Net) for more accurate and explainable medical image segmentation that is aware of the most important spatial positions, channels and scales at the same time. In particular, we first propose a joint spatial attention module to make the network focus more on the foreground region. Then, a novel channel attention module is proposed to adaptively recalibrate channel-wise feature responses and highlight the most relevant feature channels. Also, we propose a scale attention module implicitly emphasizing the most salient feature maps among multiple scales so that the CNN is adaptive to the size of an object. Extensive experiments on skin lesion segmentation from ISIC 2018 and multi-class segmentation of fetal MRI found that our proposed CA-Net significantly improved the average segmentation Dice score from 87.77% to 92.08% for skin lesion, 84.79% to 87.08% for the placenta and 93.20% to 95.88% for the fetal brain respectively compared with U-Net. It reduced the model size to around 15 times smaller with close or even better accuracy compared with state-of-the-art DeepLabv3+. In addition, it has a much higher explainability than existing networks by visualizing the attention weight maps. Our code is available at https://github.com/HiLab-git/CA-Net.","2021-02","2021-06-04 18:15:39","2021-06-04 18:15:39","","699-711","","2","40","","","CA-Net","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Transactions on Medical Imaging","","C:\Users\Asus\Zotero\storage\PZQE92VM\9246575.html; C:\Users\Asus\Zotero\storage\ZZAIJYIB\Gu et al. - 2021 - CA-Net Comprehensive Attention Convolutional Neur.pdf","","","Task analysis; Shape; Medical diagnostic imaging; Feature extraction; explainability; Image segmentation; Attention; convolutional neural network; Convolutional neural networks; medical image segmentation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LPYK32XR","journalArticle","2020","Lu, Jiayi; Jin, Renchao; Song, Enmin; Alrashoud, Mubarak; Al-Mutib, Khaled N.; Al-Rakhami, Mabrook S.","An Explainable System for Diagnosis and Prognosis of COVID-19","IEEE Internet of Things Journal","","2327-4662","10.1109/JIOT.2020.3037915","","The outbreak of COVID-19 has posed a threat to world health. With the increasing number of people infected, healthcare systems, especially those in developing countries, are bearing tremendous pressure. There is an urgent need for the diagnosis of COVID-19 and the prognosis of inpatients. To alleviate these problems, a data-driven medical assistance system is put forward in this paper. Based on two real-world datasets in Wuhan, China, the proposed system integrates data from different sources with tools of machine learning (ML) to predict COVID-19 infected probability of suspected patients in their first visit, and then predict mortality of confirmed cases. Rather than choosing an interpretable algorithm, this system separates the explanations from machine learning models. It can do help to patient triaging and provide some useful advice for doctors.","2020","2021-06-04 18:15:39","2021-06-07 16:27:10","","1-1","","","","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Internet of Things Journal","","C:\Users\Asus\Zotero\storage\N8SUCIGN\Lu et al. - 2020 - An Explainable System for Diagnosis and Prognosis .pdf; C:\Users\Asus\Zotero\storage\HXFHRALY\9259025.html","","","Medical diagnostic imaging; COVID-19; Predictive models; Diagnosis; Internet of Things; Machine Learning; Mathematical model; Monitoring; Prognosis.; Prognostics and health management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VH64F62Y","journalArticle","2020","Casiraghi, Elena; Malchiodi, Dario; Trucco, Gabriella; Frasca, Marco; Cappelletti, Luca; Fontana, Tommaso; Esposito, Alessandro Andrea; Avola, Emanuele; Jachetti, Alessandro; Reese, Justin; Rizzi, Alessandro; Robinson, Peter N.; Valentini, Giorgio","Explainable Machine Learning for Early Assessment of COVID-19 Risk Prediction in Emergency Departments","IEEE Access","","2169-3536","10.1109/ACCESS.2020.3034032","","Between January and October of 2020, the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) virus has infected more than 34 million persons in a worldwide pandemic leading to over one million deaths worldwide (data from the Johns Hopkins University). Since the virus begun to spread, emergency departments were busy with COVID-19 patients for whom a quick decision regarding in- or outpatient care was required. The virus can cause characteristic abnormalities in chest radiographs (CXR), but, due to the low sensitivity of CXR, additional variables and criteria are needed to accurately predict risk. Here, we describe a computerized system primarily aimed at extracting the most relevant radiological, clinical, and laboratory variables for improving patient risk prediction, and secondarily at presenting an explainable machine learning system, which may provide simple decision criteria to be used by clinicians as a support for assessing patient risk. To achieve robust and reliable variable selection, Boruta and Random Forest (RF) are combined in a 10-fold cross-validation scheme to produce a variable importance estimate not biased by the presence of surrogates. The most important variables are then selected to train a RF classifier, whose rules may be extracted, simplified, and pruned to finally build an associative tree, particularly appealing for its simplicity. Results show that the radiological score automatically computed through a neural network is highly correlated with the score computed by radiologists, and that laboratory variables, together with the number of comorbidities, aid risk prediction. The prediction performance of our approach was compared to that that of generalized linear models and shown to be effective and robust. The proposed machine learning-based computational system can be easily deployed and used in emergency departments for rapid and accurate risk prediction in COVID-19 patients.","2020","2021-06-04 18:15:39","2021-06-04 18:15:39","","196299-196325","","","8","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Access","","C:\Users\Asus\Zotero\storage\SKXL6N9N\Casiraghi et al. - 2020 - Explainable Machine Learning for Early Assessment .pdf; C:\Users\Asus\Zotero\storage\DISDWSS4\9239931.html","","","Computational modeling; Data models; Feature extraction; COVID-19; Machine learning; Predictive models; Associative tree; Boruta feature selection; clinical data analysis; generalized linear models; missing data imputation; Radio frequency; random forest classifier; risk prediction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WGRNNHTG","journalArticle","2020","Ebrahimian, Arash; Mohammadi, Hossein; Babaie, Morteza; Maftoon, Nima; Tizhoosh, H. R.","Class-Aware Image Search for Interpretable Cancer Identification","IEEE Access","","2169-3536","10.1109/ACCESS.2020.3033492","","In recent times, the performance of computer-aided diagnosis systems in classification of malignancies has significantly improved. Search and retrieval methods are specifically important as they assist physicians in making the right diagnosis in medical imaging owing to their ability of obtaining similar cases for a query image. Supervised classification algorithms are generally more accurate than unsupervised search-based classifications; however, the latter may more easily provide insights into the decision-making process by providing a group of similar cases and their corresponding metadata (i.e., diagnostic reports) and not simply a class probability. In this study, we propose a class-aware search operating on deep image embeddings to increase the accuracy of content-based search. We validate our methodology using two different publicly available datasets, one containing endometrial cancer images and the other containing colorectal cancer images. The proposed class-aware scenarios can enhance the accuracy of the search-based classifier, thereby making them more feasible in practice. With search results providing access to the metadata of retrieved cases (i.e., pathology reports of evidently diagnosed cases), such a combination has clear benefits for assisting experts with explainable results.","2020","2021-06-04 18:15:39","2021-06-04 18:15:39","","197352-197362","","","8","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Access","","C:\Users\Asus\Zotero\storage\DTI78ZLI\Ebrahimian et al. - 2020 - Class-Aware Image Search for Interpretable Cancer .pdf; C:\Users\Asus\Zotero\storage\393QJP6A\9238034.html","","","Medical diagnostic imaging; Feature extraction; Cancer; deep learning; medical image classification; Medical image search; Metadata; Pathology; pathology whole-slide images; Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YSR3JQQE","journalArticle","2020","Tan, Qingxiong; Ye, Mang; Ma, Andy Jinhua; Yang, Baoyao; Yip, Terry Cheuk-Fung; Wong, Grace Lai-Hung; Yuen, Pong C.","Explainable Uncertainty-Aware Convolutional Recurrent Neural Network for Irregular Medical Time Series","IEEE Transactions on Neural Networks and Learning Systems","","2162-2388","10.1109/TNNLS.2020.3025813","","Influenced by the dynamic changes in the severity of illness, patients usually take examinations in hospitals irregularly, producing a large volume of irregular medical time-series data. Performing diagnosis prediction from the irregular medical time series is challenging because the intervals between consecutive records significantly vary along time. Existing methods often handle this problem by generating regular time series from the irregular medical records without considering the uncertainty in the generated data, induced by the varying intervals. Thus, a novel Uncertainty-Aware Convolutional Recurrent Neural Network (UA-CRNN) is proposed in this article, which introduces the uncertainty information in the generated data to boost the risk prediction. To tackle the complex medical time series with subseries of different frequencies, the uncertainty information is further incorporated into the subseries level rather than the whole sequence to seamlessly adjust different time intervals. Specifically, a hierarchical uncertainty-aware decomposition layer (UADL) is designed to adaptively decompose time series into different subseries and assign them proper weights in accordance with their reliabilities. Meanwhile, an Explainable UA-CRNN (eUA-CRNN) is proposed to exploit filters with different passbands to ensure the unity of components in each subseries and the diversity of components in different subseries. Furthermore, eUA-CRNN incorporates with an uncertainty-aware attention module to learn attention weights from the uncertainty information, providing the explainable prediction results. The extensive experimental results on three real-world medical data sets illustrate the superiority of the proposed method compared with the state-of-the-art methods.","2020","2021-06-04 18:15:39","2021-06-04 18:15:39","","1-15","","","","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Transactions on Neural Networks and Learning Systems","","C:\Users\Asus\Zotero\storage\YN6U47GR\9224838.html","","","Task analysis; Medical diagnostic imaging; Machine learning; Attention module; convolutional recurrent neural network; explainable risk prediction results; Reliability; Time series analysis; time-series decomposition; Uncertainty; uncertainty-aware prediction.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3RD4S8NN","journalArticle","2020","Sun, Kyung Ho; Huh, Hyunsuk; Tama, Bayu Adhi; Lee, Soo Young; Jung, Joon Ha; Lee, Seungchul","A A Vision-Based Fault Diagnostics Using Explainable Deep Learning With Class Activation Maps","IEEE Access","","2169-3536","10.1109/ACCESS.2020.3009852","","In the era of the fourth industrial revolution (Industry 4.0) and the Internet of Things (IoT), real-time data is enormously collected and analyzed from mechanical equipment. By classifying and characterizing the measured signals, the fault condition of mechanical components could be identified. However, most current health monitoring techniques utilize time-consuming and labor-intensive feature engineering, i.e., feature extraction and selection, that are carried out by experts. This paper, on the contrary, deals with an automatic diagnosis method of machine monitoring using a convolutional neural network (CNN) with class activation maps (CAM). A class activation map enables us to discriminate the fault region in the images, thus allowing us to localize the fault precisely. The goal of the paper is to demonstrate how CNN and CAM could be employed to real-world vibration video to characterize the machine's status, representing normal or fault conditions. The performance of the proposed model is validated with a base-excited cantilever beam dataset and a water pump dataset. This paper presents a novel industrial application by developing a promising method for automatic machine condition-based monitoring.","2020","2021-06-04 18:15:39","2021-06-15 10:46:07","","129169-129179","","","8","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Access","","C:\Users\Asus\Zotero\storage\V7M8IN2M\Sun et al. - 2020 - Vision-Based Fault Diagnostics Using Explainable D.pdf; C:\Users\Asus\Zotero\storage\8QLFJ8R7\9142228.html","","","Feature extraction; Machine learning; Artificial neural networks; class activation maps; Convolutional neural network; discriminative region; explainable AI; fault detection; Fault diagnosis; mechanical component; Mechanical sensors; Vibrations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BA5BI66I","journalArticle","2020","De Oliveira, Hugo; Augusto, Vincent; Jouaneton, Baptiste; Lamarsalle, Ludovic; Prodel, Martin; Xie, Xiaolan","Automatic and Explainable Labeling of Medical Event Logs With Autoencoding","IEEE Journal of Biomedical and Health Informatics","","2168-2208","10.1109/JBHI.2020.3021790","","Process mining is a suitable method for knowledge extraction from patient pathways. Structured in event logs, medical events are complex, often described using various medical codes. An efficient labeling of these events before applying process mining analysis is challenging. This paper presents an innovative methodology to handle the complexity of events in medical event logs. Based on autoencoding, accurate labels are created by clustering similar events in latent space. Moreover, the explanation of created labels is provided by the decoding of its corresponding events. Tested on synthetic events, the method is able to find hidden clusters on sparse binary data, as well as accurately explain created labels. A case study on real healthcare data is performed. Results confirm the suitability of the method to extract knowledge from complex event logs representing patient pathways.","2020-11","2021-06-04 18:15:39","2021-06-04 18:15:39","","3076-3084","","11","24","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Journal of Biomedical and Health Informatics","","C:\Users\Asus\Zotero\storage\4L39IC5J\9186773.html; C:\Users\Asus\Zotero\storage\7579AQPQ\De Oliveira et al. - 2020 - Automatic and Explainable Labeling of Medical Even.pdf","","","Medical diagnostic imaging; Hidden Markov models; Medical services; Machine learning; autoencoding; Complexity theory; Data mining; Databases; event log; healthcare data; patient pathways; Process mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AJHMEGAK","journalArticle","2020","Wang, Haolin; Huang, Zhilin; Zhang, Danfeng; Arief, Johan; Lyu, Tiewei; Tian, Jie","Integrating Co-Clustering and Interpretable Machine Learning for the Prediction of Intravenous Immunoglobulin Resistance in Kawasaki Disease","IEEE Access","","2169-3536","10.1109/ACCESS.2020.2996302","","Identifying intravenous immunoglobulin-resistant patients is essential for the prompt and optimal treatment of Kawasaki disease, suggesting the need for effective risk assessment tools. Data-driven approaches have the potential to identify the high-risk individuals by capturing the complex patterns of real-world data. To enable clinically applicable prediction of intravenous immunoglobulin resistance addressing the incompleteness of clinical data and the lack of interpretability of machine learning models, a multi-stage method is developed by integrating data missing pattern mining and intelligible models. First, co-clustering is adopted to characterize the block-wise data missing patterns by simultaneously grouping the clinical features and patients to enable (a) group-based feature selection and missing data imputation and (b) patient subgroup-specific predictive models considering the availability of data. Second, feature selection is performed using the group Lasso to uncover group-specific risk factors. Third, the Explainable Boosting Machine, which is an interpretable learning method based on generalized additive models, is applied for the prediction of each patient subgroup. The experiments using real-world Electronic Health Records demonstrate the superior performance of the proposed framework for predictive modeling compared with a set of benchmark methods. This study highlights the integration of co-clustering and supervised learning methods for incomplete clinical data mining, and promotes data-driven approaches to investigate predictors and effective algorithms for decision making in healthcare.","2020","2021-06-04 18:15:39","2021-06-04 18:15:39","","97064-97071","","","8","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Access","","C:\Users\Asus\Zotero\storage\78N2I3GJ\Wang et al. - 2020 - Integrating Co-Clustering and Interpretable Machin.pdf; C:\Users\Asus\Zotero\storage\R4PERP62\9097874.html","","","Data models; Diseases; Medical diagnostic imaging; Machine learning; Predictive models; Data mining; Co-clustering; Immune system; interpretable machine learning; Kawasaki disease; medical informatics; predictive models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
