"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"X847G3NT","journalArticle","2020","Magesh, Pavan Rajkumar; Myloth, Richard Delwin; Tom, Rijo Jackson","An Explainable Machine Learning Model for Early Detection of Parkinson's Disease using LIME on DaTSCAN Imagery","Computers in Biology and Medicine","","0010-4825","10.1016/j.compbiomed.2020.104041","https://www.sciencedirect.com/science/article/pii/S0010482520303723","Parkinson's Disease (PD) is a degenerative and progressive neurological condition. Early diagnosis can improve treatment for patients and is performed through dopaminergic imaging techniques like the SPECT DaTSCAN. In this study, we propose a machine learning model that accurately classifies any given DaTSCAN as having Parkinson's disease or not, in addition to providing a plausible reason for the prediction. This kind of reasoning is done through the use of visual indicators generated using Local Interpretable Model-Agnostic Explainer (LIME) methods. DaTSCANs were drawn from the Parkinson's Progression Markers Initiative database and trained on a CNN (VGG16) using transfer learning, yielding an accuracy of 95.2%, a sensitivity of 97.5%, and a specificity of 90.9%. Keeping model interpretability of paramount importance, especially in the healthcare field, this study utilises LIME explanations to distinguish PD from non-PD, using visual superpixels on the DaTSCANs. It could be concluded that the proposed system, in union with its measured interpretability and accuracy may effectively aid medical workers in the early diagnosis of Parkinson's Disease.","2020-11-01","2021-06-05 17:24:46","2021-06-05 17:24:46","2021-06-05 17:24:41","104041","","","126","","Computers in Biology and Medicine","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Asus\Zotero\storage\L6CMVYCM\S0010482520303723.html","","","Convolutional neural network; Computer-aided diagnosis; Interpretability; Explainable AI; Parkinson's disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2X25LLCZ","journalArticle","2020","Yin, Wutao; Li, Longhai; Wu, Fang-Xiang","Deep learning for brain disorder diagnosis based on fMRI images","Neurocomputing","","0925-2312","10.1016/j.neucom.2020.05.113","https://www.sciencedirect.com/science/article/pii/S0925231220316210","In modern neuroscience and clinical study, neuroscientists and clinicians often use non-invasive imaging techniques to validate theories and computational models, observe brain activities and diagnose brain disorders. The functional Magnetic Resonance Imaging (fMRI) is one of the commonly-used imaging modalities that can be used to understand human brain mechanisms as well as the diagnosis and treatment of brain disorders. The advances in artificial intelligence and the emergence of deep learning techniques have shown promising results to better interpret fMRI data. Deep learning techniques have rapidly become the state of the art for analyzing fMRI data sets and resulted in performance improvements in diverse fMRI applications. Deep learning is normally presented as an end-to-end learning process and can alleviate feature engineering requirements and hence reduce domain knowledge requirements to some extent. Under the framework of deep learning, fMRI data can be considered as images, time series or images series. Hence, different deep learning models such as convolutional neural networks, recurrent neural network, or a combination of both, can be developed to process fMRI data for different tasks. In this review, we discussed the basics of deep learning methods and focused on its successful implementations for brain disorder diagnosis based on fMRI images. The goal is to provide a high-level overview of brain disorder diagnosis with fMRI images from the perspective of deep learning applications.","2020-10-28","2021-06-05 17:24:46","2021-06-05 17:24:46","2021-06-05 17:24:41","","","","","","Neurocomputing","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Asus\Zotero\storage\CQA2YP7D\S0925231220316210.html","","","Artificial intelligence; Deep learning; Machine learning; Diagnosis; Functional magnetic resonance imaging; Brain disorders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YF4X2HL4","journalArticle","2021","Tang, Youbao; Tang, Yuxing; Zhu, Yingying; Xiao, Jing; Summers, Ronald M.","A disentangled generative model for disease decomposition in chest X-rays via normal image synthesis","Medical Image Analysis","","1361-8415","10.1016/j.media.2020.101839","https://www.sciencedirect.com/science/article/pii/S1361841520302036","The interpretation of medical images is a complex cognition procedure requiring cautious observation, precise understanding/parsing of the normal body anatomies, and combining knowledge of physiology and pathology. Interpreting chest X-ray (CXR) images is challenging since the 2D CXR images show the superimposition on internal organs/tissues with low resolution and poor boundaries. Unlike previous CXR computer-aided diagnosis works that focused on disease diagnosis/classification, we firstly propose a deep disentangled generative model (DGM) simultaneously generating abnormal disease residue maps and “radiorealistic” normal CXR images from an input abnormal CXR image. The intuition of our method is based on the assumption that disease regions usually superimpose upon or replace the pixels of normal tissues in an abnormal CXR. Thus, disease regions can be disentangled or decomposed from the abnormal CXR by comparing it with a generated patient-specific normal CXR. DGM consists of three encoder-decoder architecture branches: one for radiorealistic normal CXR image synthesis using adversarial learning, one for disease separation by generating a residue map to delineate the underlying abnormal region, and the other one for facilitating the training process and enhancing the model’s robustness on noisy data. A self-reconstruction loss is adopted in the first two branches to enforce the generated normal CXR image to preserve similar visual structures as the original CXR. We evaluated our model on a large-scale chest X-ray dataset. The results show that our model can generate disease residue/saliency maps (coherent with radiologist annotations) along with radiorealistic and patient specific normal CXR images. The disease residue/saliency map can be used by radiologists to improve the CXR reading efficiency in clinical practice. The synthesized normal CXR can be used for data augmentation and normal control of personalized longitudinal disease study. Furthermore, DGM quantitatively boosts the diagnosis performance on several important clinical applications, including normal/abnormal CXR classification, and lung opacity classification/detection.","2021-01-01","2021-06-05 17:24:46","2021-06-05 17:24:46","2021-06-05 17:24:41","101839","","","67","","Medical Image Analysis","","","","","","","","en","","","","","ScienceDirect","","","","","","","Chest radiography (X-ray); Disease decomposition; Disentangled representation learning; Medical image synthesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HC6MH7S","journalArticle","2021","Yüce, Meral; Filiztekin, Elif; Özkaya, Korin Gasia","COVID-19 diagnosis —A review of current methods","Biosensors and Bioelectronics","","0956-5663","10.1016/j.bios.2020.112752","https://www.sciencedirect.com/science/article/pii/S0956566320307405","A fast and accurate self-testing tool for COVID-19 diagnosis has become a prerequisite to comprehend the exact number of cases worldwide and to take medical and governmental actions accordingly. SARS-CoV-2 (formerly, 2019-nCoV) infection was first reported in Wuhan (China) in December 2019, and then it has rapidly spread around the world, causing ~14 million active cases with ~582,000 deaths as of July 2020. The diagnosis tools available so far have been based on a) viral gene detection, b) human antibody detection, and c) viral antigen detection, among which the viral gene detection by RT-PCR has been found as the most reliable technique. In this report, the current SARS-CoV-2 detection kits, exclusively the ones that were issued an “Emergency Use Authorization” from the U.S. Food and Drug Administration, were discussed. The key structural components of the virus were presented to provide the audience with an understanding of the scientific principles behind the testing tools. The methods that are still in the early research state were also reviewed in a subsection based on the reports available so far.","2021-01-15","2021-06-05 17:24:46","2021-06-05 17:24:46","2021-06-05 17:24:41","112752","","","172","","Biosensors and Bioelectronics","","","","","","","","en","","","","","ScienceDirect","","","","","","","COVID-19; Lateral flow assay; Loop-mediated isothermal amplification; Point of care devices; RT-PCR; SARS-CoV-2 detection; SARS-CoV-2 diagnosis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WU3ILR7V","journalArticle","2021","Chen, Timothy Y.; Taneja, Taaresh S.; Rousso, Aric C.; Yang, Suo; Kolemen, Egemen; Ju, Yiguang","Time-resolved in situ measurements and predictions of plasma-assisted methane reforming in a nanosecond-pulsed discharge","Proceedings of the Combustion Institute","","1540-7489","10.1016/j.proci.2020.06.100","https://www.sciencedirect.com/science/article/pii/S1540748920301607","This study investigates the plasma properties and chemical kinetics of plasma-assisted methane reforming in a He diluted nanosecond-pulsed plane-to-plane dielectric barrier discharge (ns-DBD) through the combination of time-resolved in situ laser diagnostics and a 1-D numerical model. Plasma-assisted fuel reforming kinetic mechanisms have predominantly been evaluated on the basis of matching reactant conversion and syngas production to steady-state measurements, which cannot describe the full range of chemistry and physics necessary to validate the model. It was found that adding 1% CH4 to a pure He ns-DBD led to a faster breakdown along the rising edge of the applied voltage pulse, thereby lowering the reduced electric field (E/N), electron number density, and electron temperature. Further addition of CH4 did not continue to alter the E/N in the model. Laser absorption spectroscopy was used to measure gas temperature, C2H2, H2O, and CH2O in a CH4/CO2/He discharge to serve as validation targets for the predicted reaction pathways. CH2O was predicted within 25% of the measured value, while H2O and C2H2 were under-predicted by a factor of two and three, respectively. From path flux analysis, the major pathway for CH2O formation was through the reaction between CH3 and O, while C2H2 formation had multi-step pathways that relied on ions like CH3+ and C2H5+. The path flux analysis also shows that CH2 is a significant intermediate for production of both CH2O and C2H2, and increased CH2 concentration could improve model predictions. The results show that the use of reaction rate constants with lower uncertainties and inclusion of He2+ are needed to improve the predictions. Finally, varying the ”equivalence ratio”, defined by the CH4 dry reforming reaction to H2 and CO, from 0.5 to 2 was shown to have a weak effect on measured product species and experimental trends were explained based on pathways extracted from the model.","2021-01-01","2021-06-05 17:24:46","2021-06-05 17:24:46","2021-06-05 17:24:41","6533-6540","","4","38","","Proceedings of the Combustion Institute","","","","","","","","en","","","","","ScienceDirect","","","","","","","Chemical kinetics; Methane dry reforming; Non-equilibrium plasma; Plasma assisted fuel reforming; Pyrolysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TC775XZ7","journalArticle","2021","Srinidhi, Chetan L.; Ciga, Ozan; Martel, Anne L.","Deep neural network models for computational histopathology: A survey","Medical Image Analysis","","1361-8415","10.1016/j.media.2020.101813","https://www.sciencedirect.com/science/article/pii/S1361841520301778","Histopathological images contain rich phenotypic information that can be used to monitor underlying mechanisms contributing to disease progression and patient survival outcomes. Recently, deep learning has become the mainstream methodological choice for analyzing and interpreting histology images. In this paper, we present a comprehensive review of state-of-the-art deep learning approaches that have been used in the context of histopathological image analysis. From the survey of over 130 papers, we review the field’s progress based on the methodological aspect of different machine learning strategies such as supervised, weakly supervised, unsupervised, transfer learning and various other sub-variants of these methods. We also provide an overview of deep learning based survival models that are applicable for disease-specific prognosis tasks. Finally, we summarize several existing open datasets and highlight critical challenges and limitations with current deep learning approaches, along with possible avenues for future research.","2021-01-01","2021-06-05 17:24:46","2021-06-05 17:24:46","2021-06-05 17:24:41","101813","","","67","","Medical Image Analysis","Deep neural network models for computational histopathology","","","","","","","en","","","","","ScienceDirect","","","","","","","Deep learning; Convolutional neural networks; Computational histopathology; Digital pathology; Histology image analysis; Review; Survey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86QXWXIS","journalArticle","2021","Sun, Wenyu; Hamadi, Alaa; Abid, Said; Chaumeix, Nabiha; Comandini, Andrea","Probing PAH formation chemical kinetics from benzene and toluene pyrolysis in a single-pulse shock tube","Proceedings of the Combustion Institute","","1540-7489","10.1016/j.proci.2020.06.077","https://www.sciencedirect.com/science/article/pii/S1540748920301322","Benzene and toluene were pyrolyzed under highly argon-diluted conditions at a nominal pressure of 20 bar in a single-pulse shock tube coupled to gas chromatography/gas chromatography–mass spectrometry (GC/GC–MS) diagnostics. Concentration evolutions of polycyclic aromatic hydrocarbon (PAH) intermediates were measured in a temperature range of 1100–1800 K by analyzing the post-shock gas mixtures. Different PAH speciation behaviors, regarding types, concentrations and formation temperature windows, were observed in the two reaction systems. A kinetic model was proposed to predict and interpret the measurements. Through a combination of experimental and modeling efforts, PAH formation patterns from species pools of benzene and toluene pyrolysis were illustrated. In both cases, channels leading to PAHs basically originate from the respective fuel radicals, phenyl and benzyl. Due to the higher thermal stability of benzene, the production of phenyl, and thus most PAH species, occur in higher temperature windows, in comparison to the case of toluene. In benzene pyrolysis, benzyne participates in the formation of crucial PAH species such as naphthalene and acenaphthylene. Phenyl self-recombination takes considerable carbon flux into biphenyl, which serves as an important intermediate leading to acenaphthylene through hydrogen loss and ring closure. The resonantly-stabilized benzyl is abundant in toluene pyrolysis, and its decomposition further produces other resonantly-stabilized radicals such as fulvenallenyl and propargyl. Barrierless addition reactions among these radicals are found to be important sources of PAHs. Fuel-specific pathways have pronounced effects on PAH speciation behaviors, particularly at lower temperatures where fuel depletion is not completed within the reaction time of 4.0 ms. Contributions from the commonly existing Hydrogen-Abstraction-Carbon-Addition (HACA) routes increase with the temperature in both cases.","2021-01-01","2021-06-05 17:24:46","2021-06-05 17:24:46","2021-06-05 17:24:41","891-900","","1","38","","Proceedings of the Combustion Institute","","","","","","","","en","","","","","ScienceDirect","","","","","","","Pyrolysis; Benzene; Polycyclic aromatic hydrocarbons (PAHs); Single-pulse shock tube; Toluene","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C569FT6P","journalArticle","2021","Liu, Peng; Chen, Bingjie; Li, Zepeng; Bennett, Anthony; Sioud, Salim; Pitsch, Heinz; Sarathy, S. Mani; Roberts, William L.","Experimental and theoretical evidence for the temperature-determined evolution of PAH functional groups","Proceedings of the Combustion Institute","","1540-7489","10.1016/j.proci.2020.07.119","https://www.sciencedirect.com/science/article/pii/S1540748920305708","Elucidating the chemical evolution of various functional groups in polycyclic aromatic hydrocarbons (PAH) and soot aids in understanding soot formation chemistry. In this work, the chemical evolution of various functional groups, including aromatic CH, aliphatic CH, C=O, COH and COC bonds, was experimentally investigated online, rather than with offline diagnostics. Oxidation was performed in a jet-stirred reactor (JSR), fueled with benzene/C2H2/air/N2 and benzene/phenol/C2H2/N2 for a temperature range of 600-1400 K. Kinetic modelling, including ab initio quantum chemistry calculations, reaction rate coefficient calculations and JSR simulations, were conducted to interpret the experimental data and the evolutionary chemistry of the various functional groups. Results show that the formation of functional groups on PAH and oxygenated PAH (OPAH) are highly sensitive to temperature. Aliphatic CH bonds survive mainly in the form of CCH2C, CCH2CH2C or CCH functional groups above 1200 K, and exist in the CHCH2 functional group below 1000 K. For the OPAH, the COC functional group presents stronger thermal stability than COH and C=O functional groups. Simulation results indicate that HACA-like pathway (hydrogen abstraction carbon addition), in which C2H2 attacks the O atom, followed by cyclization and H-atom elimination reactions, qualitatively describe the formation of OPAH with the CO-C functional group at different temperatures. The addition reaction involving PAH radical and C2H4 / C2H3 captures the evolution of PAH with the CHCH2 functional group, but fails to explain the formation of CCH2C and CCH2CH2C functional groups.","2021-01-01","2021-06-05 17:24:46","2021-06-05 17:24:46","2021-06-05 17:24:41","1467-1475","","1","38","","Proceedings of the Combustion Institute","","","","","","","","en","","","","","ScienceDirect","","","","","","","Functional groups; OPAH; PAH; Soot; Temperature dependence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLZ8AGQT","journalArticle","2021","Abbasi, Ali Reza; Mahmoudi, Mohammad Reza","Application of statistical control charts to discriminate transformer winding defects","Electric Power Systems Research","","0378-7796","10.1016/j.epsr.2020.106890","https://www.sciencedirect.com/science/article/pii/S037877962030688X","A common problem in power transformers is the winding defect which is caused by a variety of internal and external conditions. It is necessary to detect and rectify the winding defect as soon as possible, because they are inherently progressive. One of the effective ways used to diagnose mechanical deformations of power transformers is Frequency Response Analysis (FRA). FRA has been standardized in previous studies but interpretation of the results is still being studied. Recently, results interpretation with the purpose of making the results more objective and quantitative has attracted attentions. To this end, this study presents a novel method for classifying faults which compares transfer function indices called statistical control chart. In order to solve this problem, for the first time, X-bar chart, R-chart, and S-chart with eight tests are used to interpret FRA results to detect different short circuits, axial displacement and radial deformation. The results of the experimental data show that visual fault detection is increased and classification accuracy is improved verifying high performance of this method in detecting and determining various faults.","2021-02-01","2021-06-05 17:24:46","2021-06-05 17:24:46","2021-06-05 17:24:41","106890","","","191","","Electric Power Systems Research","","","","","","","","en","","","","","ScienceDirect","","","","","","","Fault detection; Frequency response analysis; Statistical control chart; Transfer function; Transformer winding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3AJXQ6Q2","journalArticle","2020","Bustos, Aurelia; Pertusa, Antonio; Salinas, Jose-Maria; de la Iglesia-Vayá, Maria","PadChest: A large chest x-ray image dataset with multi-label annotated reports","Medical Image Analysis","","1361-8415","10.1016/j.media.2020.101797","https://www.sciencedirect.com/science/article/pii/S1361841520301614","We present a labeled large-scale, high resolution chest x-ray dataset for the automated exploration of medical images along with their associated reports. This dataset includes more than 160,000 images obtained from 67,000 patients that were interpreted and reported by radiologists at San Juan Hospital (Spain) from 2009 to 2017, covering six different position views and additional information on image acquisition and patient demography. The reports were labeled with 174 different radiographic findings, 19 differential diagnoses and 104 anatomic locations organized as a hierarchical taxonomy and mapped onto standard Unified Medical Language System (UMLS) terminology. Of these reports, 27% were manually annotated by trained physicians and the remaining set was labeled using a supervised method based on a recurrent neural network with attention mechanisms. The labels generated were then validated in an independent test set achieving a 0.93 Micro-F1 score. To the best of our knowledge, this is one of the largest public chest x-ray databases suitable for training supervised models concerning radiographs, and the first to contain radiographic reports in Spanish. The PadChest dataset can be downloaded from http://bimcv.cipf.es/bimcv-projects/padchest/.","2020-12-01","2021-06-05 17:24:46","2021-06-05 17:24:46","2021-06-05 17:24:41","101797","","","66","","Medical Image Analysis","PadChest","","","","","","","en","","","","","ScienceDirect","","","","","","","Anatomical locations; Deep neural networks; Differential diagnoses; Radiographic findings; X-Ray image dataset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
