"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UCSIU3RA","journalArticle","2015","Zhang, Hongjie; Wang, Fujun; Xi, Tao; Zhao, Jian; Wang, Lijing; Gao, Weiguo","A novel quality evaluation method for resistance spot welding based on the electrode displacement signal and the Chernoff faces technique","Mechanical Systems and Signal Processing","","0888-3270","10.1016/j.ymssp.2015.03.007","https://www.sciencedirect.com/science/article/pii/S088832701500103X","To develop a visual and reliable weld quality assessment method for resistant spot welding, the electrode displacement signal was measured and analyzed. Some statistical features closely related to the weld quality were extracted. The multi-dimensional extracted features from the signal were sketched as Chernoff face which characterizes the welding quality through the different facial expressions. The weld quality was summarized as four levels, namely poor, good, excellent and expulsion, and each level corresponded to one kind of facial expression. By visual judgment, good or bad welds were identified accurately and rapidly even though the weld was made under abnormal welding conditions. In particular, the visual characteristic makes the diagnostic procedure for welding quality easily understood and interpreted.","2015-10-01","2021-06-05 17:34:28","2021-06-05 17:34:28","2021-06-05 17:34:16","431-443","","","62-63","","Mechanical Systems and Signal Processing","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Asus\Zotero\storage\94ZRTUF2\S088832701500103X.html","","","Feature extraction; Signal processing; Chernoff faces; Data visualizations; Quality evaluation; Resistance spot welding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JCZHNSH9","journalArticle","2015","Dunaev, Andrey V.; Dremin, Victor V.; Zherebtsov, Evgeny A.; Rafailov, Ilya E.; Litvinova, Karina S.; Palmer, Scott G.; Stewart, Neil A.; Sokolovski, Sergei G.; Rafailov, Edik U.","Individual variability analysis of fluorescence parameters measured in skin with different levels of nutritive blood flow","Medical Engineering & Physics","","1350-4533","10.1016/j.medengphy.2015.03.011","https://www.sciencedirect.com/science/article/pii/S1350453315000855","Fluorescence spectroscopy has recently become more common in clinical medicine. However, there are still many unresolved issues related to the methodology and implementation of instruments with this technology. In this study, we aimed to assess individual variability of fluorescence parameters of endogenous markers (NADH, FAD, etc.) measured by fluorescent spectroscopy (FS) in situ and to analyse the factors that lead to a significant scatter of results. Most studied fluorophores have an acceptable scatter of values (mostly up to 30%) for diagnostic purposes. Here we provide evidence that the level of blood volume in tissue impacts FS data with a significant inverse correlation. The distribution function of the fluorescence intensity and the fluorescent contrast coefficient values are a function of the normal distribution for most of the studied fluorophores and the redox ratio. The effects of various physiological (different content of skin melanin) and technical (characteristics of optical filters) factors on the measurement results were additionally studied. The data on the variability of the measurement results in FS should be considered when interpreting the diagnostic parameters, as well as when developing new algorithms for data processing and FS devices.","2015-06-01","2021-06-05 17:34:28","2021-06-05 17:34:28","2021-06-05 17:34:16","574-583","","6","37","","Medical Engineering & Physics","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Asus\Zotero\storage\RNYLLUNH\S1350453315000855.html","","","Fluorescence spectroscopy; Distribution function; Fluorophores; Individual variability; Metrological support; Non-invasive diagnostics; Physiological scatter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EIE6K5N6","journalArticle","2015","Ranslow, Allison; Crompton, Daniel; Mehta, Khanjan; Butler, Peter; Adair, Jim","Empowering Community Health Workers with Inkjet-printed Diagnostic Test Strips","Procedia Engineering","","1877-7058","10.1016/j.proeng.2015.06.075","https://www.sciencedirect.com/science/article/pii/S1877705815010280","Community health worker (CHW) programs have emerged as an effective way to address the growing double burden of acute and chronic diseases in developing countries. Affordable and ruggedized biomedical devices can enable CHWs to provide diagnostic and screening services to their communities. However, low profit margins make such devices and markets unattractive to large diagnostics companies. Diagnostic test strips, created with inkjet printers by depositing biochemical reagents on paper, are both practical and cost-effective. Such test strips can rapidly detect pathogens and other abnormalities through readily-interpretable visual results, making them well-suited for use by CHWs in the field.","2015-01-01","2021-06-05 17:34:28","2021-06-05 17:34:28","2021-06-05 17:34:16","205-214","","","107","","Procedia Engineering","","Humanitarian Technology: Science, Systems and Global Impact 2015, HumTech2015","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Asus\Zotero\storage\WYBRTHH7\S1877705815010280.html","","","biomedical device; community health workers; diagnostic test strip; inkjet printing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IWZDFR3S","journalArticle","2015","Bilski, Piotr","Analysis of the classifier fusion efficiency in the diagnostics of the accelerometer","Measurement","","0263-2241","10.1016/j.measurement.2015.02.002","https://www.sciencedirect.com/science/article/pii/S0263224115000597","The paper presents the construction and application of multiple classifiers to increase the accuracy of the fault detection module in the diagnostic task. The structure of the ensemble of classifiers is presented and the applied voting mechanisms explained. Methods of storing knowledge in the intelligent diagnostic systems are introduced and their taxonomy provided. Next, the selected algorithms implemented in the fault detection operation are briefly described. Problems with the practical implementation of the proposed solution are considered. The scheme is used to detect faults in the analog part of the MEMS accelerometer. The paper is concluded with the possible prospects for the proposed scheme.","2015-05-01","2021-06-05 17:34:28","2021-06-05 17:34:28","2021-06-05 17:34:17","116-125","","","67","","Measurement","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Asus\Zotero\storage\IIV3R7JI\S0263224115000597.html","","","Accelerometer sensor; Analog systems; Classifier fusion; Fault classification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5K6IICNG","journalArticle","2015","Abrisqueta, Isabel; Conejero, Wenceslao; Valdés-Vela, Mercedes; Vera, Juan; Ortuño, M Fernanda; Ruiz-Sánchez, M Carmen","Stem water potential estimation of drip-irrigated early-maturing peach trees under Mediterranean conditions","Computers and Electronics in Agriculture","","0168-1699","10.1016/j.compag.2015.03.004","https://www.sciencedirect.com/science/article/pii/S0168169915000617","In the last decade deficit irrigation strategies allowed growers to deal with water shortages, while monitoring stem water potential (Ψstem) is deemed essential for maximising fruit yield and quality. However, because of the intensive labour involved in measuring Ψstem, alternative methods are desirable. The experiment described was conducted in Murcia (Spain) with adult peach trees (Prunus persica (L.) Batsch cv. Flordastar) submitted to different drip irrigation treatments, measuring Ψstem with a pressure chamber and the soil water content with a neutron probe. Agro-meteorological variables were recorded. Seasonal patterns of stem water potential provide a useful diagnostic tool for irrigation management in peach trees. Rainfall events and the meteorological conditions prevailing in autumn pointed to the resilient nature of the peach cultivar studied. Fitting Ψstem by linear regression analysis as a function of soil and atmosphere yielded a significant correlation, with the soil water content being the main contributor to estimating Ψstem. Linear regression analysis highlighted the importance of considering plant water status as a function of the peach tree cultivar, the atmospheric conditions in which it develops and the soil water conditions resulting from irrigation. A multiple linear regression equation based on soil water content in the soil profile, mean daily air vapour pressure deficit (VPDm) and growing degree hours (GDH) data explained 72% of the variance in Ψstem, and is proposed as an alternative to the field measurement of Ψstem.","2015-06-01","2021-06-05 17:34:28","2021-06-05 17:34:28","2021-06-05 17:34:17","7-13","","","114","","Computers and Electronics in Agriculture","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Asus\Zotero\storage\H5Q2E7U7\S0168169915000617.html","","","Drip-irrigation management; Peach trees; Soil water content; Stem water potential estimation; Vapour pressure deficit; Water relations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMUIU4E2","journalArticle","2015","Sanchez-Valdes, Daniel; Alvarez-Alvarez, Alberto; Trivino, Gracian","Walking pattern classification using a granular linguistic analysis","Applied Soft Computing","","1568-4946","10.1016/j.asoc.2015.04.036","https://www.sciencedirect.com/science/article/pii/S156849461500263X","Classifying walking patterns helps the diagnosis of health status, disease progression and the effect of interventions. In this paper, we develop previous research on human gait to extract a meaningful set of parameters that allow us to design a highly interpretable system capable of identifying different gait styles with linguistic fuzzy if-then rules. The model easily discriminates among five different walking patterns, namely: normal walk, on tiptoes, dragging left limb, dragging right limb, and dragging both limbs. We have carried out a complete experimentation to test the performance of the extracted parameters to correctly classify these five chosen gait styles.","2015-08-01","2021-06-05 17:34:28","2021-06-05 17:34:28","2021-06-05 17:34:17","100-113","","","33","","Applied Soft Computing","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Asus\Zotero\storage\CB74W2ZH\S156849461500263X.html","","","Human gait model; Linguistic modeling; Walking pattern classification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YFS5BSHW","journalArticle","2015","Sousa, Ana Margarida; Pereira, Maria Olívia; Lourenço, Anália","MorphoCol: An ontology-based knowledgebase for the characterisation of clinically significant bacterial colony morphologies","Journal of Biomedical Informatics","","1532-0464","10.1016/j.jbi.2015.03.007","https://www.sciencedirect.com/science/article/pii/S1532046415000507","Background One of the major concerns of the biomedical community is the increasing prevalence of antimicrobial resistant microorganisms. Recent findings show that the diversification of colony morphology may be indicative of the expression of virulence factors and increased resistance to antibiotic therapeutics. To transform these findings, and upcoming results, into a valuable clinical decision making tool, colony morphology characterisation should be standardised. Notably, it is important to establish the minimum experimental information necessary to contextualise the environment that originated the colony morphology, and describe the main morphological features associated unambiguously. Results This paper presents MorphoCol, a new ontology-based tool for the standardised, consistent and machine-interpretable description of the morphology of colonies formed by human pathogenic bacteria. The Colony Morphology Ontology (CMO) is the first controlled vocabulary addressing the specificities of the morphology of clinically significant bacteria, whereas the MorphoCol publicly Web-accessible knowledgebase is an end-user means to search and compare CMO annotated colony morphotypes. Its ultimate aim is to help correlate the morphological alterations manifested by colony-forming bacteria during infection with their response to the antimicrobial treatments administered. Conclusions MorphoCol is the first tool to address bacterial colony morphotyping systematically and deliver a free of charge resource to the community. Hopefully, it may introduce interesting features of analysis on pathogenic behaviour and play a significant role in clinical decision making. Database URL http://morphocol.org.","2015-06-01","2021-06-05 17:34:28","2021-06-05 17:34:28","2021-06-05 17:34:17","55-63","","","55","","Journal of Biomedical Informatics","MorphoCol","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Asus\Zotero\storage\YGS29GAC\S1532046415000507.html","","","Antimicrobial resistance; Colony morphology; Colony morphology ontology; Virulence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJR8MBW3","journalArticle","2015","Deljac, Željko; Randić, Mirko; Krčelić, Gordan","Early detection of network element outages based on customer trouble calls","Decision Support Systems","","0167-9236","10.1016/j.dss.2015.02.014","https://www.sciencedirect.com/science/article/pii/S016792361500041X","This paper deals with the issue of early detection of network element outages. Timeliness of outage detection as well as accuracy in finding outages on equipment in a telecommunication network depend on the monitoring system used and its performance. The intent of this paper is to investigate and propose a complementary solution to improve the performance of the existing systems in detecting faults earlier than it was able to do before. In developing our approach two constraints are given. The existing operational environment cannot be changed; threshold tuning and parameter changing cannot be done; furthermore no additional infrastructure investment has been planned. Hence, our approach relies on an alternative method based on a two-stage hybrid statistical and diagnostic detector which we designed in a way that exploits additional available data and avoids alarm monitoring system imperfections. The role of this detector is twofold: early detection of network element outages based on customer trouble calls and rule-based decision making for faulty-element isolation based on knowledge derived from fault and network management data. In this paper we present results of statistical analysis of trouble-reporting data. The analysis showed that the timing of customers' trouble reports and their content have information potential that can be utilized for early detection of outages. The detector is explained in detail and its accuracy and reduction delay is evaluated. The method presented can reduce the outage detection delay time by 2.33h on average observed in relation to the performance of an existing fault management process which was designed to detect outages solely on the basis of an alarm monitoring system, for the “difficulties in work” type of malfunction. We attained an overall probability of correct detection of 95.3%. Out of the total number of outages that hypothetically could be detected, by using this method we were able to detect 77.5% of cases 1h before the alarm was raised in the existing alarm system, while 23% of cases were detected 4h before the actual alarm. The approach has been tested on real telecommunication network data over the period of one year.","2015-05-01","2021-06-05 17:34:28","2021-06-05 17:34:28","2021-06-05 17:34:17","57-73","","","73","","Decision Support Systems","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Asus\Zotero\storage\XJ224QD6\S016792361500041X.html","","","Alarm system; Broadband network; Early fault detection; Fault detection delay; Fault management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KUZN4E7A","journalArticle","2015","Day, Marc; Tachibana, Shigeru; Bell, John; Lijewski, Michael; Beckner, Vince; Cheng, Robert K.","A combined computational and experimental characterization of lean premixed turbulent low swirl laboratory flames II. Hydrogen flames","Combustion and Flame","","0010-2180","10.1016/j.combustflame.2015.01.013","https://www.sciencedirect.com/science/article/pii/S0010218015000164","We present simulations of laboratory-scale Low Swirl Burner (LSB) flames in order to develop a characterization of the interaction of thermal/diffusive unstable flames with turbulence at the correct scales of laboratory experiments. A Lagrangian diagnostic was developed to overcome the pitfalls of traditional Eulerian analysis techniques when applied to cellular flame systems, including the lack of a well-defined measure of “flame progress” and the time-dependent strain and curvature fields that evolve at scales that are faster than the residence time in the flame zone. An integrated measure of consumption along the pathlines was shown to serve as a generalized analog of the Eulerian-computed consumption-based burning speed. The diffusive fuel flux divergence along the pathlines was shown to correlate directly with integrated consumption rate. Insights gained through the Lagrangian diagnostic analysis served as the underpinning of a new procedure to interpret OH-PLIF images from the LSB experiment. This new diagnostic is able to provide a more physically meaningful approximation to the “flame surface area” than traditional approaches based on PIV processing.","2015-05-01","2021-06-05 17:34:28","2021-06-05 17:34:28","2021-06-05 17:34:17","2148-2165","","5","162","","Combustion and Flame","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Asus\Zotero\storage\L8VA84AM\S0010218015000164.html","","","OH-PLIF; DNS; Hydrogen–air combustion; Lagrangian diagnostics; Low swirl burner; Turbulent lean premixed flames","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N7ZQCTTQ","journalArticle","2015","Rey, J.; Martínez, J.; Vera, P.; Ruiz, N.; Cañadas, F.; Montiel, V.","Ground-penetrating radar method used for the characterisation of ornamental stone quarries","Construction and Building Materials","","0950-0618","10.1016/j.conbuildmat.2014.12.076","https://www.sciencedirect.com/science/article/pii/S0950061814013786","In the work non-destructive ground-penetrating radar (GPR) was used to probe the texture and presence of anisotropies in different types of carbonated rocks intended for ornamental use. First, GPR on the different facies of a marble quarry in Macael (Almería, Spain) was applied where alternating layers of marble and mica schists can be found. GPR allows for the differentiation of the marble units from the mica schist units, which makes GPR a good tool for indirectly evaluating the reserves in a deposit. In addition, it allows for the detection of the different anisotropies in the marble units (holes, fractures), and this information could be utilised to formulate a work-plan design. Antennae of different frequencies were employed (100, 250 and 800MHz) for these purposes, and the 250MHz antenna had the most effective probing capacity for obtaining an accurate depth resolution. Second, a GPR study was conducted in three types of rock known commercially as Macael Marble, Crema Marfil and Red Travertine before the block-cutting process. For this configuration, the 800MHz antenna was used to differentiate the textures of each type of rock as well as the location of a variety of anisotropies, and the results showed that GPR is an effective tool for evaluating the block quality, determining whether resins must be injected to consolidate the block and estimating the orientation of the cutting process. In the work, the use of a supervised two-dimensional (i.e., radargram) probabilistic latent component analysis (PLCA) approach is proposed to highlight only the information from target objects (i.e., marble anisotropy) provided by the radargram, which facilitates the data interpretation by the user. This approach can search activations of the georadar pulse across both dimensions. Once the analysis has been performed, a variable-gain compensation process is proposed to outperform the energy losses that result from the reflections of the signal when a different material is found. The results have shown that the GPR method can be utilised as a tool for the diagnosis of stone materials prior to their use in artistic work or monuments; therefore, GPR may be considered a technique for material selection. The presence of discontinuities (sometimes visible to the naked eye) explain many of the phenomena and typologies of the stone after its eventual alteration, and such discontinuities could be avoided by means of this pre-emptive work.","2015-02-15","2021-06-05 17:34:28","2021-06-05 17:34:28","2021-06-05 17:34:17","439-447","","","77","","Construction and Building Materials","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Asus\Zotero\storage\4FSYVED4\S0950061814013786.html","","","Discontinuity; Ground-penetrating radar; Macael; Marble quarry; Non-destructive test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
